"subj","vign","condition","cause","knowledge","norm"
"R_1rOn0eiXQgg0Bto",8,"MIB",3,"Ignorance","Morality"
"R_2WTOOT1lnF1XiXn",8,"MIB",7,"Ignorance","Morality"
"R_b1rH03pHa9MJNJv",8,"MIB",6,"Ignorance","Morality"
"R_3dJNWXdZg0boBR6",8,"MIB",5,"Ignorance","Morality"
"R_DNasEER9uGsFcfT",8,"MIB",2,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",8,"MIB",3,"Ignorance","Morality"
"R_1IFTMKYY4Ar9h7X",9,"MIB",2,"Ignorance","Morality"
"R_2TtsbgTKwKK9wIO",9,"MIB",3,"Ignorance","Morality"
"R_VUMO4bHPJAdMI01",9,"MIB",7,"Ignorance","Morality"
"R_12RQRhgLfJM83Iu",9,"MIB",3,"Ignorance","Morality"
"R_31abv5pcixkRVsa",9,"MIB",4,"Ignorance","Morality"
"R_1f9izvPYJ9ez5Zl",9,"MIB",4,"Ignorance","Morality"
"R_2PBUVaRRO8QOpsZ",9,"MIB",2,"Ignorance","Morality"
"R_siIbJwoMNFAmf9D",9,"MIB",6,"Ignorance","Morality"
"R_1176tIngeKbNXez",9,"MIB",3,"Ignorance","Morality"
"R_3pcjNaakc9DEkuH",9,"MIB",5,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",9,"MIB",1,"Ignorance","Morality"
"R_UMy2B8bGVjw9O3D",9,"MIB",3,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",9,"MIB",2,"Ignorance","Morality"
"R_43cgimLZIc5sDdf",9,"MIB",6,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",9,"MIB",1,"Ignorance","Morality"
"R_2uKtRMa60xPV9Qd",9,"MIB",7,"Ignorance","Morality"
"R_1rOn0eiXQgg0Bto",9,"MIB",5,"Ignorance","Morality"
"R_1rcce6YMkDl2Tqd",9,"MIB",5,"Ignorance","Morality"
"R_u2m3EaePEvEE75f",9,"MIB",5,"Ignorance","Morality"
"R_3FLmunkf2Hht6TF",9,"MIB",7,"Ignorance","Morality"
"R_3HHqwXpaYg7zjtc",9,"MIB",4,"Ignorance","Morality"
"R_3KPhsWLJtp13y0X",9,"MIB",3,"Ignorance","Morality"
"R_1gNKGnEEzWH2iAi",9,"MIB",5,"Ignorance","Morality"
"R_2e9CF7ZPfDFASCc",9,"MIB",3,"Ignorance","Morality"
"R_xu9UP0GFBjQzi1P",10,"MIB",5,"Ignorance","Morality"
"R_3k4IYszsTCRQrgC",10,"MIB",1,"Ignorance","Morality"
"R_VUMO4bHPJAdMI01",10,"MIB",1,"Ignorance","Morality"
"R_8psRIDySszQHWjT",10,"MIB",2,"Ignorance","Morality"
"R_D0215TIQ3dRBXNL",10,"MIB",7,"Ignorance","Morality"
"R_6DK6aYAhyK428E1",10,"MIB",3,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",10,"MIB",2,"Ignorance","Morality"
"R_2uPS3EAvMPxKfXl",10,"MIB",5,"Ignorance","Morality"
"R_2ZUn4Z9qs9SrQRR",10,"MIB",3,"Ignorance","Morality"
"R_1176tIngeKbNXez",10,"MIB",3,"Ignorance","Morality"
"R_8uCazDnCWc04MaR",10,"MIB",3,"Ignorance","Morality"
"R_3qpzfYjYEBvysnh",10,"MIB",3,"Ignorance","Morality"
"R_3j7l9N6xmB4kZGa",10,"MIB",1,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",10,"MIB",1,"Ignorance","Morality"
"R_3dGnkoBl0BCW4wr",10,"MIB",4,"Ignorance","Morality"
"R_1g1jxYRliuLSNIS",10,"MIB",5,"Ignorance","Morality"
"R_2rZ10M50CWZ1eoq",10,"MIB",4,"Ignorance","Morality"
"R_3EMEIC7rpqFY83T",10,"MIB",4,"Ignorance","Morality"
"R_2P6F8vn4Tutz9m2",10,"MIB",2,"Ignorance","Morality"
"R_1rOn0eiXQgg0Bto",10,"MIB",2,"Ignorance","Morality"
"R_1QuZ05DZ060dABH",10,"MIB",3,"Ignorance","Morality"
"R_u2m3EaePEvEE75f",10,"MIB",3,"Ignorance","Morality"
"R_3KNNILeE3ut0kNj",10,"MIB",3,"Ignorance","Morality"
"R_DNasEER9uGsFcfT",10,"MIB",3,"Ignorance","Morality"
"R_cIR19O6YM6BpoWd",10,"MIB",1,"Ignorance","Morality"
"R_2e9CF7ZPfDFASCc",10,"MIB",2,"Ignorance","Morality"
"R_31TNc4a4YON2a7J",11,"MIB",4,"Ignorance","Morality"
"R_xu9UP0GFBjQzi1P",11,"MIB",3,"Ignorance","Morality"
"R_2tiogsuxGKKbNOv",11,"MIB",4,"Ignorance","Morality"
"R_8psRIDySszQHWjT",11,"MIB",6,"Ignorance","Morality"
"R_2CQattCDouu6rte",11,"MIB",1,"Ignorance","Morality"
"R_6DK6aYAhyK428E1",11,"MIB",5,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",11,"MIB",7,"Ignorance","Morality"
"R_1BXFBu0qAEwfd17",11,"MIB",5,"Ignorance","Morality"
"R_3hfQk0FdbI5ZquZ",11,"MIB",2,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",11,"MIB",4,"Ignorance","Morality"
"R_1g1jxYRliuLSNIS",11,"MIB",6,"Ignorance","Morality"
"R_1F3wgkNCepYzGxO",11,"MIB",5,"Ignorance","Morality"
"R_1jP2knP7Vljlk60",11,"MIB",5,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",11,"MIB",6,"Ignorance","Morality"
"R_2q45WB8tM3CnMsk",11,"MIB",3,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",11,"MIB",4,"Ignorance","Morality"
"R_43cgimLZIc5sDdf",11,"MIB",5,"Ignorance","Morality"
"R_2ypyIkDBAjMyH3M",11,"MIB",4,"Ignorance","Morality"
"R_1rcce6YMkDl2Tqd",11,"MIB",3,"Ignorance","Morality"
"R_1cRJTBNGcC96v7X",11,"MIB",2,"Ignorance","Morality"
"R_b1rH03pHa9MJNJv",11,"MIB",3,"Ignorance","Morality"
"R_0Gs5KrwpxaE2AQF",11,"MIB",7,"Ignorance","Morality"
"R_yWjT3ClYfKtwXHr",11,"MIB",5,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",11,"MIB",2,"Ignorance","Morality"
"R_VUMO4bHPJAdMI01",12,"MIB",7,"Ignorance","Morality"
"R_25H4qxjzbWJocXI",12,"MIB",7,"Ignorance","Morality"
"R_31abv5pcixkRVsa",12,"MIB",6,"Ignorance","Morality"
"R_3G6V3MGevsXnxQw",12,"MIB",7,"Ignorance","Morality"
"R_8bT93YYUqf1B1Qt",12,"MIB",7,"Ignorance","Morality"
"R_1f9izvPYJ9ez5Zl",12,"MIB",5,"Ignorance","Morality"
"R_3qlY7YuOtTmlnqw",12,"MIB",2,"Ignorance","Morality"
"R_2S6pPEn187Q5NtY",12,"MIB",4,"Ignorance","Morality"
"R_2uPS3EAvMPxKfXl",12,"MIB",3,"Ignorance","Morality"
"R_3kFVIOx0vSMCknB",12,"MIB",5,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",12,"MIB",7,"Ignorance","Morality"
"R_3pcjNaakc9DEkuH",12,"MIB",4,"Ignorance","Morality"
"R_vxBGd6vfvtHapsl",12,"MIB",6,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",12,"MIB",5,"Ignorance","Morality"
"R_2q45WB8tM3CnMsk",12,"MIB",6,"Ignorance","Morality"
"R_2rZ10M50CWZ1eoq",12,"MIB",1,"Ignorance","Morality"
"R_3gY1SdxVLpmfmir",12,"MIB",4,"Ignorance","Morality"
"R_2v1A4xHLmEQoT2o",12,"MIB",4,"Ignorance","Morality"
"R_1rOn0eiXQgg0Bto",12,"MIB",4,"Ignorance","Morality"
"R_1cRJTBNGcC96v7X",12,"MIB",7,"Ignorance","Morality"
"R_1QuZ05DZ060dABH",12,"MIB",4,"Ignorance","Morality"
"R_2R568m5pF77Dyh0",12,"MIB",5,"Ignorance","Morality"
"R_yWjT3ClYfKtwXHr",12,"MIB",6,"Ignorance","Morality"
"R_8IWJsKE3wv6zjoZ",12,"MIB",5,"Ignorance","Morality"
"R_xu9UP0GFBjQzi1P",13,"MIB",3,"Ignorance","Morality"
"R_1IFTMKYY4Ar9h7X",13,"MIB",5,"Ignorance","Morality"
"R_2TtsbgTKwKK9wIO",13,"MIB",5,"Ignorance","Morality"
"R_3k4IYszsTCRQrgC",13,"MIB",5,"Ignorance","Morality"
"R_VUMO4bHPJAdMI01",13,"MIB",7,"Ignorance","Morality"
"R_1rAhrV5EwBM1LyZ",13,"MIB",4,"Ignorance","Morality"
"R_1f9izvPYJ9ez5Zl",13,"MIB",6,"Ignorance","Morality"
"R_3qlY7YuOtTmlnqw",13,"MIB",3,"Ignorance","Morality"
"R_bIu9gF3RB8CTtXr",13,"MIB",4,"Ignorance","Morality"
"R_siIbJwoMNFAmf9D",13,"MIB",6,"Ignorance","Morality"
"R_2uPS3EAvMPxKfXl",13,"MIB",5,"Ignorance","Morality"
"R_2ZUn4Z9qs9SrQRR",13,"MIB",4,"Ignorance","Morality"
"R_1PTyJyKQcEUiuuQ",13,"MIB",5,"Ignorance","Morality"
"R_3dGnkoBl0BCW4wr",13,"MIB",6,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",13,"MIB",5,"Ignorance","Morality"
"R_VR82NyjxABFst9f",13,"MIB",5,"Ignorance","Morality"
"R_2rZ10M50CWZ1eoq",13,"MIB",4,"Ignorance","Morality"
"R_qPGNLL5ULlYc0Ip",13,"MIB",5,"Ignorance","Morality"
"R_2v1A4xHLmEQoT2o",13,"MIB",5,"Ignorance","Morality"
"R_1cRJTBNGcC96v7X",13,"MIB",6,"Ignorance","Morality"
"R_u2m3EaePEvEE75f",13,"MIB",6,"Ignorance","Morality"
"R_2R568m5pF77Dyh0",13,"MIB",4,"Ignorance","Morality"
"R_3KPhsWLJtp13y0X",13,"MIB",3,"Ignorance","Morality"
"R_1gNKGnEEzWH2iAi",13,"MIB",7,"Ignorance","Morality"
"R_8IWJsKE3wv6zjoZ",13,"MIB",5,"Ignorance","Morality"
"R_25H4qxjzbWJocXI",14,"MIB",7,"Ignorance","Morality"
"R_2CQattCDouu6rte",14,"MIB",1,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",14,"MIB",2,"Ignorance","Morality"
"R_1PYrsTeyCWH15u3",14,"MIB",6,"Ignorance","Morality"
"R_8bT93YYUqf1B1Qt",14,"MIB",7,"Ignorance","Morality"
"R_3qlY7YuOtTmlnqw",14,"MIB",5,"Ignorance","Morality"
"R_bIu9gF3RB8CTtXr",14,"MIB",4,"Ignorance","Morality"
"R_3hfQk0FdbI5ZquZ",14,"MIB",4,"Ignorance","Morality"
"R_1PTyJyKQcEUiuuQ",14,"MIB",6,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",14,"MIB",6,"Ignorance","Morality"
"R_vxBGd6vfvtHapsl",14,"MIB",3,"Ignorance","Morality"
"R_1F3wgkNCepYzGxO",14,"MIB",3,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",14,"MIB",6,"Ignorance","Morality"
"R_3Ebvsl7XtlhzQWB",14,"MIB",3,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",14,"MIB",5,"Ignorance","Morality"
"R_qPGNLL5ULlYc0Ip",14,"MIB",5,"Ignorance","Morality"
"R_2uKtRMa60xPV9Qd",14,"MIB",7,"Ignorance","Morality"
"R_2v1A4xHLmEQoT2o",14,"MIB",4,"Ignorance","Morality"
"R_1rcce6YMkDl2Tqd",14,"MIB",6,"Ignorance","Morality"
"R_1cRJTBNGcC96v7X",14,"MIB",7,"Ignorance","Morality"
"R_u2m3EaePEvEE75f",14,"MIB",6,"Ignorance","Morality"
"R_3KNNILeE3ut0kNj",14,"MIB",3,"Ignorance","Morality"
"R_DNasEER9uGsFcfT",14,"MIB",5,"Ignorance","Morality"
"R_1gNKGnEEzWH2iAi",14,"MIB",6,"Ignorance","Morality"
"R_2e9CF7ZPfDFASCc",14,"MIB",3,"Ignorance","Morality"
"R_2tiogsuxGKKbNOv",15,"MIB",3,"Ignorance","Morality"
"R_1hG9owKKMQroBBf",15,"MIB",6,"Ignorance","Morality"
"R_25H4qxjzbWJocXI",15,"MIB",4,"Ignorance","Morality"
"R_6DK6aYAhyK428E1",15,"MIB",4,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",15,"MIB",2,"Ignorance","Morality"
"R_1ovWWgYf1uliRGE",15,"MIB",2,"Ignorance","Morality"
"R_8bT93YYUqf1B1Qt",15,"MIB",7,"Ignorance","Morality"
"R_XyPc9AuqmfgpmNP",15,"MIB",5,"Ignorance","Morality"
"R_2ZUFDDiW6GBTnqt",15,"MIB",3,"Ignorance","Morality"
"R_3qlY7YuOtTmlnqw",15,"MIB",2,"Ignorance","Morality"
"R_siIbJwoMNFAmf9D",15,"MIB",2,"Ignorance","Morality"
"R_1176tIngeKbNXez",15,"MIB",3,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",15,"MIB",4,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",15,"MIB",1,"Ignorance","Morality"
"R_1F3wgkNCepYzGxO",15,"MIB",2,"Ignorance","Morality"
"R_1jP2knP7Vljlk60",15,"MIB",4,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",15,"MIB",2,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",15,"MIB",2,"Ignorance","Morality"
"R_3EMEIC7rpqFY83T",15,"MIB",4,"Ignorance","Morality"
"R_1rOn0eiXQgg0Bto",15,"MIB",3,"Ignorance","Morality"
"R_2WTOOT1lnF1XiXn",15,"MIB",7,"Ignorance","Morality"
"R_1OuTe9tItsdnSCB",15,"MIB",4,"Ignorance","Morality"
"R_3dJNWXdZg0boBR6",15,"MIB",2,"Ignorance","Morality"
"R_DNasEER9uGsFcfT",15,"MIB",2,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",15,"MIB",2,"Ignorance","Morality"
"R_1IFTMKYY4Ar9h7X",16,"MIB",1,"Ignorance","Morality"
"R_3k4IYszsTCRQrgC",16,"MIB",7,"Ignorance","Morality"
"R_1rAhrV5EwBM1LyZ",16,"MIB",2,"Ignorance","Morality"
"R_2CQattCDouu6rte",16,"MIB",1,"Ignorance","Morality"
"R_3MzjhB4l2CnyceM",16,"MIB",2,"Ignorance","Morality"
"R_XyPc9AuqmfgpmNP",16,"MIB",3,"Ignorance","Morality"
"R_3qlY7YuOtTmlnqw",16,"MIB",2,"Ignorance","Morality"
"R_3hfQk0FdbI5ZquZ",16,"MIB",1,"Ignorance","Morality"
"R_3kFVIOx0vSMCknB",16,"MIB",2,"Ignorance","Morality"
"R_1PTyJyKQcEUiuuQ",16,"MIB",3,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",16,"MIB",1,"Ignorance","Morality"
"R_3pcjNaakc9DEkuH",16,"MIB",4,"Ignorance","Morality"
"R_1jP2knP7Vljlk60",16,"MIB",4,"Ignorance","Morality"
"R_UMy2B8bGVjw9O3D",16,"MIB",7,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",16,"MIB",1,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",16,"MIB",2,"Ignorance","Morality"
"R_2ypyIkDBAjMyH3M",16,"MIB",2,"Ignorance","Morality"
"R_2uKtRMa60xPV9Qd",16,"MIB",1,"Ignorance","Morality"
"R_3fq0DzWogcDLEsV",16,"MIB",4,"Ignorance","Morality"
"R_b1rH03pHa9MJNJv",16,"MIB",2,"Ignorance","Morality"
"R_3dJNWXdZg0boBR6",16,"MIB",1,"Ignorance","Morality"
"R_3lrWn7KbZc6TkYf",16,"MIB",2,"Ignorance","Morality"
"R_cIR19O6YM6BpoWd",16,"MIB",2,"Ignorance","Morality"
