"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_214WjB6MJaAGLKJ","Q4.MIB","2","morality","Bad","Ignorance",4
"R_2ON2AB8H3OpSKm8","Q4.MIB","2","morality","Bad","Ignorance",4
"R_2ZNteU1WE2bmHFL","Q4.MIB","2","morality","Bad","Ignorance",4
"R_6gUOzZ0mgs7Cf5v","Q4.MIB","2","morality","Bad","Ignorance",4
"R_RJfOs15S5slmYVP","Q4.MIB","2","morality","Bad","Ignorance",4
"R_3nUYaOw2h71wunw","Q4.MIB","2","morality","Bad","Ignorance",4
"R_3elmQ52YbmHk9gZ","Q4.MIB","1","morality","Bad","Ignorance",4
"R_dmnAIEC7Ad9gAVD","Q4.RKG","1","rationality","Good","Knowledge",4
"R_31Y2IkuEiETOf8C","Q4.RKG","2","rationality","Good","Knowledge",4
"R_3DcHZv4Itf1OOYn","Q4.RKG","2","rationality","Good","Knowledge",4
"R_1jwbgefmcMf8RI2","Q4.RKG","2","rationality","Good","Knowledge",4
"R_SPQmo11QfvavNoR","Q4.RKG","2","rationality","Good","Knowledge",4
"R_2R8JI0SydRmUCQ0","Q4.RKG","2","rationality","Good","Knowledge",4
"R_1EYTp4w46OyhCmo","Q4.RKG","2","rationality","Good","Knowledge",4
"R_3fSDWmEJK0nBhYH","Q4.RKG","1","rationality","Good","Knowledge",4
"R_3CUihRFtoCs4CdW","Q4.RKG","2","rationality","Good","Knowledge",4
"R_291bcJyLj97PVxP","Q4.RKG","2","rationality","Good","Knowledge",4
"R_2VO6tEjBWzxv1qT","Q4.RKG","1","rationality","Good","Knowledge",4
"R_3k0PhdHRzw8dgKw","Q4.RKG","1","rationality","Good","Knowledge",4
"R_2Wv8WsI5IyNGn8s","Q4.RKG","2","rationality","Good","Knowledge",4
"R_eIDGsOtzwTFr2ox","Q4.RKG","1","rationality","Good","Knowledge",4
"R_26hgMm9B09Xe7Wk","Q4.RKG","2","rationality","Good","Knowledge",4
"R_7PAgh6QKf38Ods5","Q4.RKG","2","rationality","Good","Knowledge",4
"R_2QPuvmtMknIENPl","Q4.RKG","2","rationality","Good","Knowledge",4
"R_1Q3Y3griXe3qHnc","Q4.RKG","2","rationality","Good","Knowledge",4
"R_3kpDHCggGacuKmR","Q4.RKG","2","rationality","Good","Knowledge",4
"R_2t9Tv7OY1RP1Mmg","Q4.RKG","1","rationality","Good","Knowledge",4
"R_1EhPsVv4ttckcIz","Q4.RKG","1","rationality","Good","Knowledge",4
"R_9HwOwrBwwMbajYt","Q4.RKG","1","rationality","Good","Knowledge",4
"R_3j7OCKG1TXGVyzG","Q4.RKG","2","rationality","Good","Knowledge",4
"R_WkQH6Sb65YbogTf","Q4.RKG","2","rationality","Good","Knowledge",4
"R_Pvs9Ob5kC8WRNkZ","Q4.RKG","1","rationality","Good","Knowledge",4
"R_z0uRN61qIEUuR3P","Q4.RKG","1","rationality","Good","Knowledge",4
"R_2dZtqvnBTBWdN3H","Q4.RIG","2","rationality","Good","Ignorance",4
"R_1JJuP7i7ZACFdby","Q4.RIG","1","rationality","Good","Ignorance",4
"R_25vDMx6HgnIRo3y","Q4.RIG","2","rationality","Good","Ignorance",4
"R_sTfc3NCdOqjMUx3","Q4.RIG","2","rationality","Good","Ignorance",4
"R_3gLBFQ7583G1ouc","Q4.RIG","2","rationality","Good","Ignorance",4
"R_Tkh345DEf2RcOBz","Q4.RIG","1","rationality","Good","Ignorance",4
"R_1isv3Eyt5leZXz3","Q4.RIG","2","rationality","Good","Ignorance",4
"R_2usJKYN2fxmGaqr","Q4.RIG","2","rationality","Good","Ignorance",4
"R_2V3ZEbsGB7I5t58","Q4.RIG","2","rationality","Good","Ignorance",4
"R_24FLYlYvRP1AiOM","Q4.RIG","2","rationality","Good","Ignorance",4
"R_6zD9vdwQaQVvfM1","Q4.RIG","2","rationality","Good","Ignorance",4
"R_3G9fT546ey96hrQ","Q4.RIG","2","rationality","Good","Ignorance",4
"R_prARRf5YMvhEwEN","Q4.RIG","1","rationality","Good","Ignorance",4
"R_1M65CVtuebXn6KR","Q4.RIG","2","rationality","Good","Ignorance",4
"R_1f9sVj8oK22Kn7n","Q4.RIG","2","rationality","Good","Ignorance",4
"R_1F32BFpAyAFvVro","Q4.RIG","2","rationality","Good","Ignorance",4
"R_3JL7cqJFJtMQMZM","Q4.RIG","2","rationality","Good","Ignorance",4
"R_3fkl3wT610dOBrJ","Q4.RIG","2","rationality","Good","Ignorance",4
"R_3fkNpAQgLjHI1iL","Q4.RIG","2","rationality","Good","Ignorance",4
"R_3rIqCSFrAsZ7u4d","Q4.RIG","1","rationality","Good","Ignorance",4
"R_UKKZXBCkHsL6wAp","Q4.RIG","2","rationality","Good","Ignorance",4
"R_cAPmADXRHOXztSN","Q4.RIG","2","rationality","Good","Ignorance",4
"R_2tb2YKd4hPKb0Ty","Q4.RIG","2","rationality","Good","Ignorance",4
"R_6xOgjjY4VZFZes9","Q4.RIG","2","rationality","Good","Ignorance",4
"R_1dlU4Sc5IEBdAhw","Q4.RIG","2","rationality","Good","Ignorance",4
"R_1Q56a0BgSTqTkRd","Q4.MKG","2","morality","Good","Knowledge",4
"R_29gZY78cWmLuSVa","Q4.MKG","1","morality","Good","Knowledge",4
"R_1hFLyxPsKfKTcS1","Q4.MKG","1","morality","Good","Knowledge",4
"R_1nO67HdszxSQ3kR","Q4.MKG","2","morality","Good","Knowledge",4
"R_ufCDTRHutMvLVYJ","Q4.MKG","1","morality","Good","Knowledge",4
"R_yTLvJWCZM8JSbzb","Q4.MKG","2","morality","Good","Knowledge",4
"R_3R2AWOxC7hWjNqj","Q4.MKG","2","morality","Good","Knowledge",4
"R_3Db78Lm5ZIII1JV","Q4.MKG","2","morality","Good","Knowledge",4
"R_2SpGlzmszUawD2y","Q4.MKG","1","morality","Good","Knowledge",4
"R_2VIONkeZj0Of7gg","Q4.MKG","2","morality","Good","Knowledge",4
"R_2QG9fymIn9yjMYO","Q4.MKG","1","morality","Good","Knowledge",4
"R_2fpSRZUNqmFvZ13","Q4.MKG","2","morality","Good","Knowledge",4
"R_3fjXJiVog897OTE","Q4.MKG","2","morality","Good","Knowledge",4
"R_3l8Uvxkomb3yHLD","Q4.MKG","2","morality","Good","Knowledge",4
"R_BMt6NhCDEuBcRs5","Q4.MKG","1","morality","Good","Knowledge",4
"R_3Hiy3lnGOyNOIQK","Q4.MKG","2","morality","Good","Knowledge",4
"R_2ggAwkWBQKkDcKR","Q4.MKG","1","morality","Good","Knowledge",4
"R_2YgEHZER2KaSsJs","Q4.MKG","2","morality","Good","Knowledge",4
"R_2rwiUa7MJbiTWi5","Q4.MKG","1","morality","Good","Knowledge",4
"R_12s5VWgPdrearCX","Q4.MKG","1","morality","Good","Knowledge",4
"R_1N35cRRGR4E3uLI","Q4.MKG","2","morality","Good","Knowledge",4
"R_2ZHMzvy2HuSkU0r","Q4.MKG","2","morality","Good","Knowledge",4
"R_3n6O7b7j1buyDz1","Q4.MKG","2","morality","Good","Knowledge",4
"R_1FxKPezsZbnBuFk","Q4.MKG","2","morality","Good","Knowledge",4
"R_e3ukhtSJpqQF9Id","Q4.MKG","1","morality","Good","Knowledge",4
"R_1dzwZ5p60NfCRbx","Q4.MIG","2","morality","Good","Ignorance",4
"R_1Igbakmew1f6LJu","Q4.MIG","1","morality","Good","Ignorance",4
"R_2rjQ9EMQl6DNbyZ","Q4.MIG","2","morality","Good","Ignorance",4
"R_urC808lhWrMFmzD","Q4.MIG","2","morality","Good","Ignorance",4
"R_3PELcJT287RTW0z","Q4.MIG","2","morality","Good","Ignorance",4
"R_3LXDud0GwTjSMR0","Q4.MIG","2","morality","Good","Ignorance",4
"R_12QfCLXEQhxfWoU","Q4.MIG","2","morality","Good","Ignorance",4
"R_297gdj5DMLYhOsh","Q4.MIG","2","morality","Good","Ignorance",4
"R_Zt97GexYmGMFelb","Q4.MIG","2","morality","Good","Ignorance",4
"R_3MsrUAn2xGEkFJM","Q4.MIG","2","morality","Good","Ignorance",4
"R_3PFuM7kKwr4wb0y","Q4.MIG","2","morality","Good","Ignorance",4
"R_1dmZuqwrIfB4Fqb","Q4.MIG","2","morality","Good","Ignorance",4
"R_3jThMPE7sc03Kux","Q4.MIG","1","morality","Good","Ignorance",4
"R_3PSPuAjXOGLT0n7","Q4.MIG","1","morality","Good","Ignorance",4
"R_8owwVaLumTS8iPj","Q4.MIG","1","morality","Good","Ignorance",4
"R_3PhSp43NynPctZK","Q4.MIG","2","morality","Good","Ignorance",4
"R_2fGN17Nm7L4fHU8","Q4.MIG","2","morality","Good","Ignorance",4
"R_eWIqwZTxAKgzSwh","Q4.MIG","2","morality","Good","Ignorance",4
"R_2qra0hlauy54r9I","Q4.MIG","2","morality","Good","Ignorance",4
"R_YbLDHwJDAH3MVvr","Q4.MIG","2","morality","Good","Ignorance",4
"R_9QuuwMPT5qU2Dbr","Q4.MIG","2","morality","Good","Ignorance",4
"R_3MR6ex9DPkGVXBn","Q4.MIG","2","morality","Good","Ignorance",4
"R_2OI8rHDtYUfbZAM","Q4.MIG","2","morality","Good","Ignorance",4
"R_1eEJStFdisOROjv","Q4.MIG","1","morality","Good","Ignorance",4
"R_aXdVb1OyOWNelcR","Q4.MIG","2","morality","Good","Ignorance",4
"R_1qeWyXjLjMoMy0s","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_urC808lhWrMFmzD","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_ufCDTRHutMvLVYJ","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_25vDMx6HgnIRo3y","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_25zuDzeoLn3448l","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_sNLCfzyhj0C6fDP","Q5.RKB","2","rationality","Bad","Knowledge",5
"R_sTfc3NCdOqjMUx3","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_40i5GG4NcfPXmFj","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_2v2hw2cMU99VkDD","Q5.RKB","2","rationality","Bad","Knowledge",5
"R_erIbE7gfkKmR9fj","Q5.RKB","2","rationality","Bad","Knowledge",5
"R_2VO6tEjBWzxv1qT","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_24FLYlYvRP1AiOM","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_DCDcKKNtVabs0gx","Q5.RKB","2","rationality","Bad","Knowledge",5
"R_3G9fT546ey96hrQ","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_3Hiy3lnGOyNOIQK","Q5.RKB","2","rationality","Bad","Knowledge",5
"R_2ggAwkWBQKkDcKR","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_1qerst5YIleBPLi","Q5.RKB","2","rationality","Bad","Knowledge",5
"R_AAKD1XRCjIozCxj","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_2rwiUa7MJbiTWi5","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_2t9Tv7OY1RP1Mmg","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_vUorWU9Ixigf8Qh","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_3rYv2fNPGChgnD4","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_6xOgjjY4VZFZes9","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_2UYM4PSbiyJmjkh","Q5.RKB","1","rationality","Bad","Knowledge",5
"R_1rAil9iM3uuajRO","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_1hFLyxPsKfKTcS1","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_3PELcJT287RTW0z","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_2BgPCqjhDSDwebX","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_SPQmo11QfvavNoR","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_1EYTp4w46OyhCmo","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_Zre2wGPfMk35rod","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_3lRGuwnb28A0z8E","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_9pJfYokXD7NLclj","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_pKOvRWAGi36ho41","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_2wdAi2Br036nb0x","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_1obgbdW7tDbvzdC","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_1rJFYYnm1Llcp2n","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_2dRscYaUyAC220V","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_26hgMm9B09Xe7Wk","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_23d8E2wMMxSEzHE","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_exMaNqVuVMuKyxr","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_cGFhb2noJ7lS94R","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_1kHLS3K1DMUPZSn","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_1o0urljC4DDcDmD","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_1EhPsVv4ttckcIz","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_cAPmADXRHOXztSN","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_1eEJStFdisOROjv","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_3nUYaOw2h71wunw","Q5.RIB","1","rationality","Bad","Ignorance",5
"R_819BvjnOuczUrzv","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_2D8Kf7hPRFbrmV4","Q5.RIB","2","rationality","Bad","Ignorance",5
"R_2YzbJ65NT9mHagv","Q5.MKB","2","morality","Bad","Knowledge",5
"R_2tMdGdjVe17nBDt","Q5.MKB","1","morality","Bad","Knowledge",5
"R_1Igbakmew1f6LJu","Q5.MKB","1","morality","Bad","Knowledge",5
"R_1H74FkHSxEHhV1E","Q5.MKB","1","morality","Bad","Knowledge",5
"R_3sn9fej8mQJvHPD","Q5.MKB","2","morality","Bad","Knowledge",5
"R_2ckGyiW1LUA23e4","Q5.MKB","2","morality","Bad","Knowledge",5
"R_2ZIT9WWvOSJD4MX","Q5.MKB","2","morality","Bad","Knowledge",5
"R_3gLBFQ7583G1ouc","Q5.MKB","2","morality","Bad","Knowledge",5
"R_Tkh345DEf2RcOBz","Q5.MKB","1","morality","Bad","Knowledge",5
"R_2fpSRZUNqmFvZ13","Q5.MKB","2","morality","Bad","Knowledge",5
"R_4ZP6AOr2gTGNbJ7","Q5.MKB","1","morality","Bad","Knowledge",5
"R_3fldJZ2PizyODxX","Q5.MKB","1","morality","Bad","Knowledge",5
"R_ZfrM1AHstfjRe0N","Q5.MKB","2","morality","Bad","Knowledge",5
"R_yUwJZsL0gpE2Ndn","Q5.MKB","1","morality","Bad","Knowledge",5
"R_3PhSp43NynPctZK","Q5.MKB","1","morality","Bad","Knowledge",5
"R_12o3n1C1uCFnbTk","Q5.MKB","2","morality","Bad","Knowledge",5
"R_2VL6GKOrGVSHBg4","Q5.MKB","1","morality","Bad","Knowledge",5
"R_7PAgh6QKf38Ods5","Q5.MKB","1","morality","Bad","Knowledge",5
"R_3fkl3wT610dOBrJ","Q5.MKB","1","morality","Bad","Knowledge",5
"R_2QPuvmtMknIENPl","Q5.MKB","2","morality","Bad","Knowledge",5
"R_1N35cRRGR4E3uLI","Q5.MKB","1","morality","Bad","Knowledge",5
"R_3gMEpLBVaR2xDe1","Q5.MKB","2","morality","Bad","Knowledge",5
"R_RJfOs15S5slmYVP","Q5.MKB","2","morality","Bad","Knowledge",5
"R_3j7OCKG1TXGVyzG","Q5.MKB","1","morality","Bad","Knowledge",5
"R_1r6YGajmAYrZrcm","Q5.MKB","2","morality","Bad","Knowledge",5
"R_3elmQ52YbmHk9gZ","Q5.MKB","1","morality","Bad","Knowledge",5
"R_0pnISAB21WFviCZ","Q5.MIB","1","morality","Bad","Ignorance",5
"R_2rjQ9EMQl6DNbyZ","Q5.MIB","2","morality","Bad","Ignorance",5
"R_1nO67HdszxSQ3kR","Q5.MIB","2","morality","Bad","Ignorance",5
"R_3mjx1vchBZ5ELOC","Q5.MIB","1","morality","Bad","Ignorance",5
"R_2R8JI0SydRmUCQ0","Q5.MIB","2","morality","Bad","Ignorance",5
"R_2CwR7eHcvokbNsI","Q5.MIB","2","morality","Bad","Ignorance",5
"R_1NgFcADe0NXXlW6","Q5.MIB","1","morality","Bad","Ignorance",5
"R_3MsrUAn2xGEkFJM","Q5.MIB","2","morality","Bad","Ignorance",5
"R_3Ej2u6SvghKqkgP","Q5.MIB","2","morality","Bad","Ignorance",5
"R_2QG9fymIn9yjMYO","Q5.MIB","2","morality","Bad","Ignorance",5
"R_2V3ZEbsGB7I5t58","Q5.MIB","2","morality","Bad","Ignorance",5
"R_3k0PhdHRzw8dgKw","Q5.MIB","2","morality","Bad","Ignorance",5
"R_3jThMPE7sc03Kux","Q5.MIB","1","morality","Bad","Ignorance",5
"R_3Dd1dIpubB6TP2e","Q5.MIB","2","morality","Bad","Ignorance",5
"R_6zD9vdwQaQVvfM1","Q5.MIB","2","morality","Bad","Ignorance",5
"R_prARRf5YMvhEwEN","Q5.MIB","2","morality","Bad","Ignorance",5
"R_2YgEHZER2KaSsJs","Q5.MIB","1","morality","Bad","Ignorance",5
"R_214WjB6MJaAGLKJ","Q5.MIB","2","morality","Bad","Ignorance",5
"R_3fkNpAQgLjHI1iL","Q5.MIB","2","morality","Bad","Ignorance",5
"R_3rIqCSFrAsZ7u4d","Q5.MIB","2","morality","Bad","Ignorance",5
"R_2ZNteU1WE2bmHFL","Q5.MIB","1","morality","Bad","Ignorance",5
"R_3RsXKaNWUT7TiBF","Q5.MIB","1","morality","Bad","Ignorance",5
"R_2OI8rHDtYUfbZAM","Q5.MIB","2","morality","Bad","Ignorance",5
"R_1HcTQSsle1b5W9Z","Q5.MIB","2","morality","Bad","Ignorance",5
"R_2tb2YKd4hPKb0Ty","Q5.MIB","1","morality","Bad","Ignorance",5
"R_31Y2IkuEiETOf8C","Q5.RKG","2","rationality","Good","Knowledge",5
"R_3LXDud0GwTjSMR0","Q5.RKG","1","rationality","Good","Knowledge",5
"R_3fSDWmEJK0nBhYH","Q5.RKG","2","rationality","Good","Knowledge",5
"R_297gdj5DMLYhOsh","Q5.RKG","2","rationality","Good","Knowledge",5
"R_3qrgt3uN1orLQ7U","Q5.RKG","1","rationality","Good","Knowledge",5
"R_1qUljBUmOGoYLQr","Q5.RKG","2","rationality","Good","Knowledge",5
"R_1E0zPfS61A1p93v","Q5.RKG","2","rationality","Good","Knowledge",5
"R_291bcJyLj97PVxP","Q5.RKG","2","rationality","Good","Knowledge",5
"R_22FYijS5cRyDKVy","Q5.RKG","1","rationality","Good","Knowledge",5
"R_1dmZuqwrIfB4Fqb","Q5.RKG","1","rationality","Good","Knowledge",5
"R_2U4L3NLbOTnuxxB","Q5.RKG","1","rationality","Good","Knowledge",5
"R_3fTcfMmuGswY4dz","Q5.RKG","2","rationality","Good","Knowledge",5
"R_D8guIEc06taGiEF","Q5.RKG","2","rationality","Good","Knowledge",5
"R_2q7QWLHOYQzMrIR","Q5.RKG","2","rationality","Good","Knowledge",5
"R_3PSPuAjXOGLT0n7","Q5.RKG","2","rationality","Good","Knowledge",5
"R_OBSlSrQ1Id9FADD","Q5.RKG","2","rationality","Good","Knowledge",5
"R_3kn8tL3JGGHyzPi","Q5.RKG","2","rationality","Good","Knowledge",5
"R_1Q3Y3griXe3qHnc","Q5.RKG","2","rationality","Good","Knowledge",5
"R_3KrrhQHv5txRxqF","Q5.RKG","2","rationality","Good","Knowledge",5
"R_UKKZXBCkHsL6wAp","Q5.RKG","1","rationality","Good","Knowledge",5
"R_2ZHMzvy2HuSkU0r","Q5.RKG","2","rationality","Good","Knowledge",5
"R_6gUOzZ0mgs7Cf5v","Q5.RKG","1","rationality","Good","Knowledge",5
"R_2WPufpDRY0mEsNf","Q5.RKG","2","rationality","Good","Knowledge",5
"R_e3ukhtSJpqQF9Id","Q5.RKG","1","rationality","Good","Knowledge",5
"R_TnN90ewxdEWHzA5","Q5.RIG","1","rationality","Good","Ignorance",5
"R_2arw02fvwE0edbf","Q5.RIG","2","rationality","Good","Ignorance",5
"R_29gZY78cWmLuSVa","Q5.RIG","1","rationality","Good","Ignorance",5
"R_3DcHZv4Itf1OOYn","Q5.RIG","2","rationality","Good","Ignorance",5
"R_3R2AWOxC7hWjNqj","Q5.RIG","2","rationality","Good","Ignorance",5
"R_1fjejFI4WD8LEme","Q5.RIG","2","rationality","Good","Ignorance",5
"R_1LHyPswdsIaXhxR","Q5.RIG","2","rationality","Good","Ignorance",5
"R_Zt97GexYmGMFelb","Q5.RIG","2","rationality","Good","Ignorance",5
"R_2wSnWZJfwAqLkQC","Q5.RIG","1","rationality","Good","Ignorance",5
"R_3EvaxO5IfLPdamr","Q5.RIG","2","rationality","Good","Ignorance",5
"R_O3yEhxg1BHcbi9j","Q5.RIG","2","rationality","Good","Ignorance",5
"R_3fjXJiVog897OTE","Q5.RIG","2","rationality","Good","Ignorance",5
"R_C2JjFzpEIeyXnPj","Q5.RIG","1","rationality","Good","Ignorance",5
"R_etyun6P1xxEsVK9","Q5.RIG","2","rationality","Good","Ignorance",5
"R_1M65CVtuebXn6KR","Q5.RIG","2","rationality","Good","Ignorance",5
"R_2BtFCeJEWbCnCXh","Q5.RIG","1","rationality","Good","Ignorance",5
"R_BLfHJ8b0SWYJPsB","Q5.RIG","2","rationality","Good","Ignorance",5
"R_2S2duEBgZlNcO3q","Q5.RIG","2","rationality","Good","Ignorance",5
"R_2ON2AB8H3OpSKm8","Q5.RIG","1","rationality","Good","Ignorance",5
"R_3kpDHCggGacuKmR","Q5.RIG","2","rationality","Good","Ignorance",5
"R_3MR6ex9DPkGVXBn","Q5.RIG","1","rationality","Good","Ignorance",5
"R_1dixcU1N1oMboCG","Q5.RIG","2","rationality","Good","Ignorance",5
"R_oY7WzPlSWPY0OQh","Q5.RIG","1","rationality","Good","Ignorance",5
"R_3n6O7b7j1buyDz1","Q5.RIG","2","rationality","Good","Ignorance",5
"R_Pvs9Ob5kC8WRNkZ","Q5.RIG","1","rationality","Good","Ignorance",5
"R_z0uRN61qIEUuR3P","Q5.RIG","2","rationality","Good","Ignorance",5
"R_1dzwZ5p60NfCRbx","Q5.MKG","1","morality","Good","Knowledge",5
"R_YRfOZy6uUd9c7rr","Q5.MKG","1","morality","Good","Knowledge",5
"R_1Q56a0BgSTqTkRd","Q5.MKG","1","morality","Good","Knowledge",5
"R_urh0bbQnYKqZC9j","Q5.MKG","2","morality","Good","Knowledge",5
"R_2dZtqvnBTBWdN3H","Q5.MKG","2","morality","Good","Knowledge",5
"R_2ruRWfY1srJPt9Y","Q5.MKG","1","morality","Good","Knowledge",5
"R_12QfCLXEQhxfWoU","Q5.MKG","2","morality","Good","Knowledge",5
"R_3Db78Lm5ZIII1JV","Q5.MKG","2","morality","Good","Knowledge",5
"R_2VIONkeZj0Of7gg","Q5.MKG","1","morality","Good","Knowledge",5
"R_3PFuM7kKwr4wb0y","Q5.MKG","1","morality","Good","Knowledge",5
"R_XHvdAnwym6hCVMJ","Q5.MKG","2","morality","Good","Knowledge",5
"R_eIDGsOtzwTFr2ox","Q5.MKG","2","morality","Good","Knowledge",5
"R_3oAy4hgXJ1P6spF","Q5.MKG","1","morality","Good","Knowledge",5
"R_3l8Uvxkomb3yHLD","Q5.MKG","2","morality","Good","Knowledge",5
"R_yHGcsELkjw1rNn3","Q5.MKG","2","morality","Good","Knowledge",5
"R_BMt6NhCDEuBcRs5","Q5.MKG","1","morality","Good","Knowledge",5
"R_8owwVaLumTS8iPj","Q5.MKG","2","morality","Good","Knowledge",5
"R_2fGN17Nm7L4fHU8","Q5.MKG","1","morality","Good","Knowledge",5
"R_eWIqwZTxAKgzSwh","Q5.MKG","2","morality","Good","Knowledge",5
"R_2qra0hlauy54r9I","Q5.MKG","2","morality","Good","Knowledge",5
"R_2dpggEjUZx1i0w8","Q5.MKG","2","morality","Good","Knowledge",5
"R_9HwOwrBwwMbajYt","Q5.MKG","1","morality","Good","Knowledge",5
"R_eaICbnGbjkrIJY5","Q5.MKG","1","morality","Good","Knowledge",5
"R_WkQH6Sb65YbogTf","Q5.MKG","1","morality","Good","Knowledge",5
"R_aXdVb1OyOWNelcR","Q5.MKG","2","morality","Good","Knowledge",5
"R_1JJuP7i7ZACFdby","Q5.MIG","1","morality","Good","Ignorance",5
"R_1jwbgefmcMf8RI2","Q5.MIG","2","morality","Good","Ignorance",5
"R_yTLvJWCZM8JSbzb","Q5.MIG","2","morality","Good","Ignorance",5
"R_3JEGYEHdPBFUpIK","Q5.MIG","2","morality","Good","Ignorance",5
"R_2zqek4kO2u6gWvR","Q5.MIG","1","morality","Good","Ignorance",5
"R_2reUmYzDE3ma38B","Q5.MIG","2","morality","Good","Ignorance",5
"R_2SpGlzmszUawD2y","Q5.MIG","1","morality","Good","Ignorance",5
"R_viBzEheQF4dRkS5","Q5.MIG","2","morality","Good","Ignorance",5
"R_3CUihRFtoCs4CdW","Q5.MIG","1","morality","Good","Ignorance",5
"R_237awkhpgFaMb4e","Q5.MIG","2","morality","Good","Ignorance",5
"R_1isv3Eyt5leZXz3","Q5.MIG","2","morality","Good","Ignorance",5
"R_2usJKYN2fxmGaqr","Q5.MIG","1","morality","Good","Ignorance",5
"R_2Wv8WsI5IyNGn8s","Q5.MIG","2","morality","Good","Ignorance",5
"R_ugl7EIQljfxUwFP","Q5.MIG","1","morality","Good","Ignorance",5
"R_1f9sVj8oK22Kn7n","Q5.MIG","1","morality","Good","Ignorance",5
"R_1F32BFpAyAFvVro","Q5.MIG","2","morality","Good","Ignorance",5
"R_2xxRJrZryENyNCC","Q5.MIG","1","morality","Good","Ignorance",5
"R_3JL7cqJFJtMQMZM","Q5.MIG","2","morality","Good","Ignorance",5
"R_12s5VWgPdrearCX","Q5.MIG","2","morality","Good","Ignorance",5
"R_YbLDHwJDAH3MVvr","Q5.MIG","1","morality","Good","Ignorance",5
"R_9QuuwMPT5qU2Dbr","Q5.MIG","1","morality","Good","Ignorance",5
"R_1FVmEUPZ3Mf74Gt","Q5.MIG","2","morality","Good","Ignorance",5
"R_3NUQ32EkN6ROPNY","Q5.MIG","2","morality","Good","Ignorance",5
"R_1FxKPezsZbnBuFk","Q5.MIG","2","morality","Good","Ignorance",5
"R_1dlU4Sc5IEBdAhw","Q5.MIG","2","morality","Good","Ignorance",5
"R_1rAil9iM3uuajRO","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_2tMdGdjVe17nBDt","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_3DcHZv4Itf1OOYn","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_1nO67HdszxSQ3kR","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_3PELcJT287RTW0z","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_yTLvJWCZM8JSbzb","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_12QfCLXEQhxfWoU","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_1LHyPswdsIaXhxR","Q6.RKB","1","rationality","Bad","Knowledge",6
"R_3Db78Lm5ZIII1JV","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_3gLBFQ7583G1ouc","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_viBzEheQF4dRkS5","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_2VIONkeZj0Of7gg","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_XHvdAnwym6hCVMJ","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_3l8Uvxkomb3yHLD","Q6.RKB","2","rationality","Bad","Knowledge",6
