"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_3PELcJT287RTW0z","Q10.MKG","1","morality","Good","Knowledge",10
"R_3gLBFQ7583G1ouc","Q10.MKG","2","morality","Good","Knowledge",10
"R_2wdAi2Br036nb0x","Q10.MKG","1","morality","Good","Knowledge",10
"R_2VIONkeZj0Of7gg","Q10.MKG","2","morality","Good","Knowledge",10
"R_XHvdAnwym6hCVMJ","Q10.MKG","2","morality","Good","Knowledge",10
"R_1dmZuqwrIfB4Fqb","Q10.MKG","2","morality","Good","Knowledge",10
"R_ugl7EIQljfxUwFP","Q10.MKG","1","morality","Good","Knowledge",10
"R_2U4L3NLbOTnuxxB","Q10.MKG","1","morality","Good","Knowledge",10
"R_4ZP6AOr2gTGNbJ7","Q10.MKG","2","morality","Good","Knowledge",10
"R_yHGcsELkjw1rNn3","Q10.MKG","2","morality","Good","Knowledge",10
"R_BMt6NhCDEuBcRs5","Q10.MKG","2","morality","Good","Knowledge",10
"R_3Hiy3lnGOyNOIQK","Q10.MKG","2","morality","Good","Knowledge",10
"R_2ggAwkWBQKkDcKR","Q10.MKG","1","morality","Good","Knowledge",10
"R_OBSlSrQ1Id9FADD","Q10.MKG","2","morality","Good","Knowledge",10
"R_8owwVaLumTS8iPj","Q10.MKG","1","morality","Good","Knowledge",10
"R_3kpDHCggGacuKmR","Q10.MKG","1","morality","Good","Knowledge",10
"R_9QuuwMPT5qU2Dbr","Q10.MKG","2","morality","Good","Knowledge",10
"R_1dixcU1N1oMboCG","Q10.MKG","1","morality","Good","Knowledge",10
"R_oY7WzPlSWPY0OQh","Q10.MKG","2","morality","Good","Knowledge",10
"R_2WPufpDRY0mEsNf","Q10.MKG","2","morality","Good","Knowledge",10
"R_1r6YGajmAYrZrcm","Q10.MKG","1","morality","Good","Knowledge",10
"R_3LXDud0GwTjSMR0","Q10.MIG","2","morality","Good","Ignorance",10
"R_12QfCLXEQhxfWoU","Q10.MIG","2","morality","Good","Ignorance",10
"R_SPQmo11QfvavNoR","Q10.MIG","2","morality","Good","Ignorance",10
"R_2R8JI0SydRmUCQ0","Q10.MIG","1","morality","Good","Ignorance",10
"R_25vDMx6HgnIRo3y","Q10.MIG","1","morality","Good","Ignorance",10
"R_2CwR7eHcvokbNsI","Q10.MIG","2","morality","Good","Ignorance",10
"R_297gdj5DMLYhOsh","Q10.MIG","1","morality","Good","Ignorance",10
"R_Zt97GexYmGMFelb","Q10.MIG","2","morality","Good","Ignorance",10
"R_1qUljBUmOGoYLQr","Q10.MIG","2","morality","Good","Ignorance",10
"R_2SpGlzmszUawD2y","Q10.MIG","1","morality","Good","Ignorance",10
"R_2VO6tEjBWzxv1qT","Q10.MIG","2","morality","Good","Ignorance",10
"R_3PFuM7kKwr4wb0y","Q10.MIG","1","morality","Good","Ignorance",10
"R_1obgbdW7tDbvzdC","Q10.MIG","1","morality","Good","Ignorance",10
"R_C2JjFzpEIeyXnPj","Q10.MIG","2","morality","Good","Ignorance",10
"R_3Dd1dIpubB6TP2e","Q10.MIG","2","morality","Good","Ignorance",10
"R_12o3n1C1uCFnbTk","Q10.MIG","2","morality","Good","Ignorance",10
"R_2YgEHZER2KaSsJs","Q10.MIG","2","morality","Good","Ignorance",10
"R_2QPuvmtMknIENPl","Q10.MIG","2","morality","Good","Ignorance",10
"R_3rIqCSFrAsZ7u4d","Q10.MIG","1","morality","Good","Ignorance",10
"R_2t9Tv7OY1RP1Mmg","Q10.MIG","1","morality","Good","Ignorance",10
"R_2ZNteU1WE2bmHFL","Q10.MIG","2","morality","Good","Ignorance",10
"R_1EhPsVv4ttckcIz","Q10.MIG","2","morality","Good","Ignorance",10
"R_1HcTQSsle1b5W9Z","Q10.MIG","2","morality","Good","Ignorance",10
"R_RJfOs15S5slmYVP","Q10.MIG","2","morality","Good","Ignorance",10
"R_aXdVb1OyOWNelcR","Q10.MIG","2","morality","Good","Ignorance",10
"R_z0uRN61qIEUuR3P","Q10.MIG","2","morality","Good","Ignorance",10
"R_TnN90ewxdEWHzA5","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_2dZtqvnBTBWdN3H","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_2ruRWfY1srJPt9Y","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_yTLvJWCZM8JSbzb","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_12QfCLXEQhxfWoU","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_3fSDWmEJK0nBhYH","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_Zre2wGPfMk35rod","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_2wSnWZJfwAqLkQC","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_3MsrUAn2xGEkFJM","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_2usJKYN2fxmGaqr","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_24FLYlYvRP1AiOM","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_DCDcKKNtVabs0gx","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_2U4L3NLbOTnuxxB","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_3fldJZ2PizyODxX","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_BLfHJ8b0SWYJPsB","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_1f9sVj8oK22Kn7n","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_3PSPuAjXOGLT0n7","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_cGFhb2noJ7lS94R","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_1kHLS3K1DMUPZSn","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_1EhPsVv4ttckcIz","Q11.RKB","2","rationality","Bad","Knowledge",11
"R_oY7WzPlSWPY0OQh","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_vUorWU9Ixigf8Qh","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_1eEJStFdisOROjv","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_3nUYaOw2h71wunw","Q11.RKB","1","rationality","Bad","Knowledge",11
"R_1rAil9iM3uuajRO","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_dmnAIEC7Ad9gAVD","Q11.RIB","1","rationality","Bad","Ignorance",11
"R_urh0bbQnYKqZC9j","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_1nO67HdszxSQ3kR","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_2ckGyiW1LUA23e4","Q11.RIB","1","rationality","Bad","Ignorance",11
"R_3gLBFQ7583G1ouc","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_viBzEheQF4dRkS5","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_1NgFcADe0NXXlW6","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_1isv3Eyt5leZXz3","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_2wdAi2Br036nb0x","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_2QG9fymIn9yjMYO","Q11.RIB","1","rationality","Bad","Ignorance",11
"R_eIDGsOtzwTFr2ox","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_ZfrM1AHstfjRe0N","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_3Dd1dIpubB6TP2e","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_3JL7cqJFJtMQMZM","Q11.RIB","1","rationality","Bad","Ignorance",11
"R_OBSlSrQ1Id9FADD","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_7PAgh6QKf38Ods5","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_1Q3Y3griXe3qHnc","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_2t9Tv7OY1RP1Mmg","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_2ZNteU1WE2bmHFL","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_3KrrhQHv5txRxqF","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_2OI8rHDtYUfbZAM","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_eaICbnGbjkrIJY5","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_1FxKPezsZbnBuFk","Q11.RIB","2","rationality","Bad","Ignorance",11
"R_3elmQ52YbmHk9gZ","Q11.RIB","1","rationality","Bad","Ignorance",11
"R_1jwbgefmcMf8RI2","Q11.MKB","1","morality","Bad","Knowledge",11
"R_3LXDud0GwTjSMR0","Q11.MKB","1","morality","Bad","Knowledge",11
"R_2zqek4kO2u6gWvR","Q11.MKB","1","morality","Bad","Knowledge",11
"R_sNLCfzyhj0C6fDP","Q11.MKB","1","morality","Bad","Knowledge",11
"R_Zt97GexYmGMFelb","Q11.MKB","1","morality","Bad","Knowledge",11
"R_1qUljBUmOGoYLQr","Q11.MKB","1","morality","Bad","Knowledge",11
"R_1E0zPfS61A1p93v","Q11.MKB","1","morality","Bad","Knowledge",11
"R_237awkhpgFaMb4e","Q11.MKB","2","morality","Bad","Knowledge",11
"R_2VIONkeZj0Of7gg","Q11.MKB","2","morality","Bad","Knowledge",11
"R_3jThMPE7sc03Kux","Q11.MKB","2","morality","Bad","Knowledge",11
"R_2Wv8WsI5IyNGn8s","Q11.MKB","1","morality","Bad","Knowledge",11
"R_3fTcfMmuGswY4dz","Q11.MKB","1","morality","Bad","Knowledge",11
"R_D8guIEc06taGiEF","Q11.MKB","2","morality","Bad","Knowledge",11
"R_3G9fT546ey96hrQ","Q11.MKB","2","morality","Bad","Knowledge",11
"R_3PhSp43NynPctZK","Q11.MKB","1","morality","Bad","Knowledge",11
"R_12o3n1C1uCFnbTk","Q11.MKB","1","morality","Bad","Knowledge",11
"R_2fGN17Nm7L4fHU8","Q11.MKB","1","morality","Bad","Knowledge",11
"R_1qerst5YIleBPLi","Q11.MKB","1","morality","Bad","Knowledge",11
"R_3fkl3wT610dOBrJ","Q11.MKB","2","morality","Bad","Knowledge",11
"R_2QPuvmtMknIENPl","Q11.MKB","2","morality","Bad","Knowledge",11
"R_1N35cRRGR4E3uLI","Q11.MKB","2","morality","Bad","Knowledge",11
"R_1o0urljC4DDcDmD","Q11.MKB","1","morality","Bad","Knowledge",11
"R_3gMEpLBVaR2xDe1","Q11.MKB","2","morality","Bad","Knowledge",11
"R_RJfOs15S5slmYVP","Q11.MKB","1","morality","Bad","Knowledge",11
"R_819BvjnOuczUrzv","Q11.MKB","2","morality","Bad","Knowledge",11
"R_1qeWyXjLjMoMy0s","Q11.MIG","1","morality","Bad","Ignorance",11
"R_YRfOZy6uUd9c7rr","Q11.MIG","1","morality","Bad","Ignorance",11
"R_1Q56a0BgSTqTkRd","Q11.MIG","2","morality","Bad","Ignorance",11
"R_ufCDTRHutMvLVYJ","Q11.MIG","2","morality","Bad","Ignorance",11
"R_3sn9fej8mQJvHPD","Q11.MIG","1","morality","Bad","Ignorance",11
"R_25vDMx6HgnIRo3y","Q11.MIG","1","morality","Bad","Ignorance",11
"R_sTfc3NCdOqjMUx3","Q11.MIG","2","morality","Bad","Ignorance",11
"R_297gdj5DMLYhOsh","Q11.MIG","1","morality","Bad","Ignorance",11
"R_3Db78Lm5ZIII1JV","Q11.MIG","2","morality","Bad","Ignorance",11
"R_erIbE7gfkKmR9fj","Q11.MIG","1","morality","Bad","Ignorance",11
"R_3EvaxO5IfLPdamr","Q11.MIG","1","morality","Bad","Ignorance",11
"R_ugl7EIQljfxUwFP","Q11.MIG","2","morality","Bad","Ignorance",11
"R_3fjXJiVog897OTE","Q11.MIG","2","morality","Bad","Ignorance",11
"R_2q7QWLHOYQzMrIR","Q11.MIG","2","morality","Bad","Ignorance",11
"R_2BtFCeJEWbCnCXh","Q11.MIG","1","morality","Bad","Ignorance",11
"R_26hgMm9B09Xe7Wk","Q11.MIG","2","morality","Bad","Ignorance",11
"R_exMaNqVuVMuKyxr","Q11.MIG","2","morality","Bad","Ignorance",11
"R_3fkNpAQgLjHI1iL","Q11.MIG","2","morality","Bad","Ignorance",11
"R_eWIqwZTxAKgzSwh","Q11.MIG","2","morality","Bad","Ignorance",11
"R_9QuuwMPT5qU2Dbr","Q11.MIG","2","morality","Bad","Ignorance",11
"R_3RsXKaNWUT7TiBF","Q11.MIG","2","morality","Bad","Ignorance",11
"R_3MR6ex9DPkGVXBn","Q11.MIG","1","morality","Bad","Ignorance",11
"R_3NUQ32EkN6ROPNY","Q11.MIG","2","morality","Bad","Ignorance",11
"R_WkQH6Sb65YbogTf","Q11.MIG","2","morality","Bad","Ignorance",11
"R_Pvs9Ob5kC8WRNkZ","Q11.MIG","1","morality","Bad","Ignorance",11
"R_2arw02fvwE0edbf","Q11.RKG","2","rationality","Good","Knowledge",11
"R_2YzbJ65NT9mHagv","Q11.RKG","2","rationality","Good","Knowledge",11
"R_31Y2IkuEiETOf8C","Q11.RKG","2","rationality","Good","Knowledge",11
"R_3JEGYEHdPBFUpIK","Q11.RKG","2","rationality","Good","Knowledge",11
"R_SPQmo11QfvavNoR","Q11.RKG","2","rationality","Good","Knowledge",11
"R_2R8JI0SydRmUCQ0","Q11.RKG","2","rationality","Good","Knowledge",11
"R_1EYTp4w46OyhCmo","Q11.RKG","2","rationality","Good","Knowledge",11
"R_2ZIT9WWvOSJD4MX","Q11.RKG","1","rationality","Good","Knowledge",11
"R_3Ej2u6SvghKqkgP","Q11.RKG","2","rationality","Good","Knowledge",11
"R_3PFuM7kKwr4wb0y","Q11.RKG","1","rationality","Good","Knowledge",11
"R_1dmZuqwrIfB4Fqb","Q11.RKG","1","rationality","Good","Knowledge",11
"R_2fpSRZUNqmFvZ13","Q11.RKG","2","rationality","Good","Knowledge",11
"R_4ZP6AOr2gTGNbJ7","Q11.RKG","2","rationality","Good","Knowledge",11
"R_O3yEhxg1BHcbi9j","Q11.RKG","1","rationality","Good","Knowledge",11
"R_3oAy4hgXJ1P6spF","Q11.RKG","1","rationality","Good","Knowledge",11
"R_6zD9vdwQaQVvfM1","Q11.RKG","1","rationality","Good","Knowledge",11
"R_3l8Uvxkomb3yHLD","Q11.RKG","2","rationality","Good","Knowledge",11
"R_2xxRJrZryENyNCC","Q11.RKG","1","rationality","Good","Knowledge",11
"R_3rIqCSFrAsZ7u4d","Q11.RKG","2","rationality","Good","Knowledge",11
"R_3kpDHCggGacuKmR","Q11.RKG","2","rationality","Good","Knowledge",11
"R_YbLDHwJDAH3MVvr","Q11.RKG","2","rationality","Good","Knowledge",11
"R_9HwOwrBwwMbajYt","Q11.RKG","2","rationality","Good","Knowledge",11
"R_3rYv2fNPGChgnD4","Q11.RKG","2","rationality","Good","Knowledge",11
"R_3n6O7b7j1buyDz1","Q11.RKG","1","rationality","Good","Knowledge",11
"R_1r6YGajmAYrZrcm","Q11.RKG","2","rationality","Good","Knowledge",11
"R_2D8Kf7hPRFbrmV4","Q11.RKG","2","rationality","Good","Knowledge",11
"R_1Igbakmew1f6LJu","Q11.RIG","2","rationality","Good","Ignorance",11
"R_3DcHZv4Itf1OOYn","Q11.RIG","2","rationality","Good","Ignorance",11
"R_1JJuP7i7ZACFdby","Q11.RIG","1","rationality","Good","Ignorance",11
"R_2rjQ9EMQl6DNbyZ","Q11.RIG","2","rationality","Good","Ignorance",11
"R_urC808lhWrMFmzD","Q11.RIG","1","rationality","Good","Ignorance",11
"R_3R2AWOxC7hWjNqj","Q11.RIG","2","rationality","Good","Ignorance",11
"R_1fjejFI4WD8LEme","Q11.RIG","2","rationality","Good","Ignorance",11
"R_3CUihRFtoCs4CdW","Q11.RIG","1","rationality","Good","Ignorance",11
"R_Tkh345DEf2RcOBz","Q11.RIG","2","rationality","Good","Ignorance",11
"R_9pJfYokXD7NLclj","Q11.RIG","2","rationality","Good","Ignorance",11
"R_XHvdAnwym6hCVMJ","Q11.RIG","2","rationality","Good","Ignorance",11
"R_3k0PhdHRzw8dgKw","Q11.RIG","1","rationality","Good","Ignorance",11
"R_yHGcsELkjw1rNn3","Q11.RIG","2","rationality","Good","Ignorance",11
"R_2dRscYaUyAC220V","Q11.RIG","1","rationality","Good","Ignorance",11
"R_1F32BFpAyAFvVro","Q11.RIG","2","rationality","Good","Ignorance",11
"R_2ggAwkWBQKkDcKR","Q11.RIG","1","rationality","Good","Ignorance",11
"R_23d8E2wMMxSEzHE","Q11.RIG","1","rationality","Good","Ignorance",11
"R_2ON2AB8H3OpSKm8","Q11.RIG","2","rationality","Good","Ignorance",11
"R_2qra0hlauy54r9I","Q11.RIG","2","rationality","Good","Ignorance",11
"R_12s5VWgPdrearCX","Q11.RIG","2","rationality","Good","Ignorance",11
"R_1dixcU1N1oMboCG","Q11.RIG","2","rationality","Good","Ignorance",11
"R_6gUOzZ0mgs7Cf5v","Q11.RIG","2","rationality","Good","Ignorance",11
"R_1HcTQSsle1b5W9Z","Q11.RIG","2","rationality","Good","Ignorance",11
"R_3j7OCKG1TXGVyzG","Q11.RIG","2","rationality","Good","Ignorance",11
"R_aXdVb1OyOWNelcR","Q11.RIG","2","rationality","Good","Ignorance",11
"R_2UYM4PSbiyJmjkh","Q11.RIG","1","rationality","Good","Ignorance",11
"R_2tMdGdjVe17nBDt","Q11.MKG","1","morality","Good","Knowledge",11
"R_29gZY78cWmLuSVa","Q11.MKG","1","morality","Good","Knowledge",11
"R_1H74FkHSxEHhV1E","Q11.MKG","1","morality","Good","Knowledge",11
"R_0pnISAB21WFviCZ","Q11.MKG","2","morality","Good","Knowledge",11
"R_25zuDzeoLn3448l","Q11.MKG","2","morality","Good","Knowledge",11
"R_1LHyPswdsIaXhxR","Q11.MKG","2","morality","Good","Knowledge",11
"R_2reUmYzDE3ma38B","Q11.MKG","2","morality","Good","Knowledge",11
"R_3lRGuwnb28A0z8E","Q11.MKG","2","morality","Good","Knowledge",11
"R_40i5GG4NcfPXmFj","Q11.MKG","2","morality","Good","Knowledge",11
"R_pKOvRWAGi36ho41","Q11.MKG","2","morality","Good","Knowledge",11
"R_22FYijS5cRyDKVy","Q11.MKG","1","morality","Good","Knowledge",11
"R_1obgbdW7tDbvzdC","Q11.MKG","1","morality","Good","Knowledge",11
"R_1rJFYYnm1Llcp2n","Q11.MKG","2","morality","Good","Knowledge",11
"R_prARRf5YMvhEwEN","Q11.MKG","1","morality","Good","Knowledge",11
"R_etyun6P1xxEsVK9","Q11.MKG","2","morality","Good","Knowledge",11
"R_2S2duEBgZlNcO3q","Q11.MKG","2","morality","Good","Knowledge",11
"R_3Hiy3lnGOyNOIQK","Q11.MKG","2","morality","Good","Knowledge",11
"R_214WjB6MJaAGLKJ","Q11.MKG","2","morality","Good","Knowledge",11
"R_3kn8tL3JGGHyzPi","Q11.MKG","1","morality","Good","Knowledge",11
"R_AAKD1XRCjIozCxj","Q11.MKG","2","morality","Good","Knowledge",11
"R_2rwiUa7MJbiTWi5","Q11.MKG","1","morality","Good","Knowledge",11
"R_2ZHMzvy2HuSkU0r","Q11.MKG","2","morality","Good","Knowledge",11
"R_1FVmEUPZ3Mf74Gt","Q11.MKG","2","morality","Good","Knowledge",11
"R_2WPufpDRY0mEsNf","Q11.MKG","2","morality","Good","Knowledge",11
"R_e3ukhtSJpqQF9Id","Q11.MKG","2","morality","Good","Knowledge",11
"R_z0uRN61qIEUuR3P","Q11.MKG","1","morality","Good","Knowledge",11
"R_1dzwZ5p60NfCRbx","Q11.MIB","2","morality","Good","Ignorance",11
"R_1hFLyxPsKfKTcS1","Q11.MIB","1","morality","Good","Ignorance",11
"R_3mjx1vchBZ5ELOC","Q11.MIB","1","morality","Good","Ignorance",11
"R_3PELcJT287RTW0z","Q11.MIB","1","morality","Good","Ignorance",11
"R_2BgPCqjhDSDwebX","Q11.MIB","2","morality","Good","Ignorance",11
"R_2CwR7eHcvokbNsI","Q11.MIB","2","morality","Good","Ignorance",11
"R_3qrgt3uN1orLQ7U","Q11.MIB","1","morality","Good","Ignorance",11
"R_2v2hw2cMU99VkDD","Q11.MIB","2","morality","Good","Ignorance",11
"R_2SpGlzmszUawD2y","Q11.MIB","2","morality","Good","Ignorance",11
"R_291bcJyLj97PVxP","Q11.MIB","2","morality","Good","Ignorance",11
"R_2VO6tEjBWzxv1qT","Q11.MIB","2","morality","Good","Ignorance",11
"R_2V3ZEbsGB7I5t58","Q11.MIB","2","morality","Good","Ignorance",11
"R_C2JjFzpEIeyXnPj","Q11.MIB","2","morality","Good","Ignorance",11
"R_yUwJZsL0gpE2Ndn","Q11.MIB","2","morality","Good","Ignorance",11
"R_1M65CVtuebXn6KR","Q11.MIB","1","morality","Good","Ignorance",11
"R_BMt6NhCDEuBcRs5","Q11.MIB","2","morality","Good","Ignorance",11
"R_8owwVaLumTS8iPj","Q11.MIB","2","morality","Good","Ignorance",11
"R_2VL6GKOrGVSHBg4","Q11.MIB","2","morality","Good","Ignorance",11
"R_2YgEHZER2KaSsJs","Q11.MIB","2","morality","Good","Ignorance",11
"R_2dpggEjUZx1i0w8","Q11.MIB","2","morality","Good","Ignorance",11
"R_UKKZXBCkHsL6wAp","Q11.MIB","2","morality","Good","Ignorance",11
"R_cAPmADXRHOXztSN","Q11.MIB","2","morality","Good","Ignorance",11
"R_2tb2YKd4hPKb0Ty","Q11.MIB","2","morality","Good","Ignorance",11
"R_6xOgjjY4VZFZes9","Q11.MIB","2","morality","Good","Ignorance",11
"R_1dlU4Sc5IEBdAhw","Q11.MIB","2","morality","Good","Ignorance",11
"R_29gZY78cWmLuSVa","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_1hFLyxPsKfKTcS1","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_2rjQ9EMQl6DNbyZ","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_3mjx1vchBZ5ELOC","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_3JEGYEHdPBFUpIK","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_25vDMx6HgnIRo3y","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_25zuDzeoLn3448l","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_2reUmYzDE3ma38B","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_2ZIT9WWvOSJD4MX","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_3lRGuwnb28A0z8E","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_237awkhpgFaMb4e","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_2usJKYN2fxmGaqr","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_3jThMPE7sc03Kux","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_ugl7EIQljfxUwFP","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_yHGcsELkjw1rNn3","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_1f9sVj8oK22Kn7n","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_exMaNqVuVMuKyxr","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_2ON2AB8H3OpSKm8","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_3kpDHCggGacuKmR","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_2qra0hlauy54r9I","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_12s5VWgPdrearCX","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_2ZHMzvy2HuSkU0r","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_3n6O7b7j1buyDz1","Q12.RKB","1","rationality","Bad","Knowledge",12
"R_3j7OCKG1TXGVyzG","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_1r6YGajmAYrZrcm","Q12.RKB","2","rationality","Bad","Knowledge",12
"R_YRfOZy6uUd9c7rr","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_31Y2IkuEiETOf8C","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2ruRWfY1srJPt9Y","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2BgPCqjhDSDwebX","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2zqek4kO2u6gWvR","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_3qrgt3uN1orLQ7U","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_viBzEheQF4dRkS5","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_1E0zPfS61A1p93v","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2wdAi2Br036nb0x","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_1obgbdW7tDbvzdC","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_1dmZuqwrIfB4Fqb","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2QG9fymIn9yjMYO","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_24FLYlYvRP1AiOM","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_3fTcfMmuGswY4dz","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_1rJFYYnm1Llcp2n","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_3G9fT546ey96hrQ","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_8owwVaLumTS8iPj","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_3PhSp43NynPctZK","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_1Q3Y3griXe3qHnc","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2dpggEjUZx1i0w8","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_1EhPsVv4ttckcIz","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_1dixcU1N1oMboCG","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_1HcTQSsle1b5W9Z","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_WkQH6Sb65YbogTf","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2UYM4PSbiyJmjkh","Q12.RIB","2","rationality","Bad","Ignorance",12
"R_2D8Kf7hPRFbrmV4","Q12.RIB","1","rationality","Bad","Ignorance",12
"R_1rAil9iM3uuajRO","Q12.MKB","1","morality","Bad","Knowledge",12
"R_2dZtqvnBTBWdN3H","Q12.MKB","1","morality","Bad","Knowledge",12
"R_urC808lhWrMFmzD","Q12.MKB","1","morality","Bad","Knowledge",12
"R_1LHyPswdsIaXhxR","Q12.MKB","2","morality","Bad","Knowledge",12
"R_Zt97GexYmGMFelb","Q12.MKB","1","morality","Bad","Knowledge",12
"R_1qUljBUmOGoYLQr","Q12.MKB","2","morality","Bad","Knowledge",12
"R_2VIONkeZj0Of7gg","Q12.MKB","2","morality","Bad","Knowledge",12
"R_2V3ZEbsGB7I5t58","Q12.MKB","2","morality","Bad","Knowledge",12
"R_DCDcKKNtVabs0gx","Q12.MKB","2","morality","Bad","Knowledge",12
"R_C2JjFzpEIeyXnPj","Q12.MKB","2","morality","Bad","Knowledge",12
"R_3Dd1dIpubB6TP2e","Q12.MKB","2","morality","Bad","Knowledge",12
"R_6zD9vdwQaQVvfM1","Q12.MKB","1","morality","Bad","Knowledge",12
"R_2BtFCeJEWbCnCXh","Q12.MKB","1","morality","Bad","Knowledge",12
"R_2dRscYaUyAC220V","Q12.MKB","1","morality","Bad","Knowledge",12
"R_23d8E2wMMxSEzHE","Q12.MKB","2","morality","Bad","Knowledge",12
"R_12o3n1C1uCFnbTk","Q12.MKB","1","morality","Bad","Knowledge",12
"R_2VL6GKOrGVSHBg4","Q12.MKB","1","morality","Bad","Knowledge",12
"R_2fGN17Nm7L4fHU8","Q12.MKB","1","morality","Bad","Knowledge",12
"R_eWIqwZTxAKgzSwh","Q12.MKB","2","morality","Bad","Knowledge",12
"R_2t9Tv7OY1RP1Mmg","Q12.MKB","2","morality","Bad","Knowledge",12
"R_2ZNteU1WE2bmHFL","Q12.MKB","1","morality","Bad","Knowledge",12
"R_oY7WzPlSWPY0OQh","Q12.MKB","2","morality","Bad","Knowledge",12
"R_2OI8rHDtYUfbZAM","Q12.MKB","2","morality","Bad","Knowledge",12
