"subj","key","value","quest","vign","cond","norm","knowledge","outcome"
"R_O9l03sKDyYPQR1L","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_27eRaPtZVEaHpMy","RAT5.MKB","5","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_8doNoWWh9PSxA8p","RAT5.MKB","6","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_1OHqE9UmAFBJb5B","RAT5.MKB","6","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_2dLOdsJqKhVH80Q","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_3qHyb5ZjhcoXpSg","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_1OBnPYMt6qgk5bm","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_1HqI9csHbUabml7","RAT5.MKB","7","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_3NOQ3IKgQO0M7m2","RAT5.MKB","3","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_XsNe3Zd1DVl1Dq1","RAT5.MKB","7","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_2zB0f6P5WEMqAVs","RAT5.MKB","6","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_afxGr8OkWrqX7ON","RAT5.MKB","7","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_u1vCx4a5in54gMx","RAT5.MKB","6","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_1eFPnIDqZ5wkA2i","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_2c1T9PYxBKcBRzv","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_2q4odT6h4hmmx0T","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_1reQmhV7MHR1Hjd","RAT5.MKB","6","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_2TGl5rAxFg4Ja9n","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_8filTUw4nwyQyat","RAT5.MKB","5","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_29vl5hKOgc7nM6t","RAT5.MKB","4","Rationaliity","5","MKB","Moral","Knowledge","Bad Outcome"
"R_1GNckx8iR0MyB53","MOR5.MIB","5","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_DdZydKsZFZ7vRkd","MOR5.MIB","4","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3sslnUcV4zywwDd","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1JOXv2iKeD2CTH6","MOR5.MIB","4","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_vSwTWM7OPbELGtX","MOR5.MIB","6","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_DSqMywX85A4m4wN","MOR5.MIB","5","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1eG110VDhIh6duq","MOR5.MIB","3","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_ddtrIMnLNIrCHbX","MOR5.MIB","2","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_bdg5rZAzgE1TOMh","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3hsEcL8K61hnh9l","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_2AYi3BxnEZfqpZK","MOR5.MIB","2","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1JCxB01GB5QpQd7","MOR5.MIB","2","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1jfW2S5n2k71h1f","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3nfrl4lwiRmjrbK","MOR5.MIB","2","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3po36aIE81qzB29","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3qqfC3A0Yin144U","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_2tqURiLTFn9WlHP","MOR5.MIB","2","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_2CeVYP92B8J9CBa","MOR5.MIB","3","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3oWU5TTzkXOT60i","MOR5.MIB","5","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_eEc8NFvfssWnOUh","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_12Eh3iGCcCjMa1a","MOR5.MIB","4","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3h4nff7B6R88rHr","MOR5.MIB","4","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3hbCIAeeJzdgmjJ","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_27wl9xEnemWuTXg","MOR5.MIB","1","Morality","5","MIB","Moral","Ignorance","Bad Outcome"
"R_DdZydKsZFZ7vRkd","RAT5.MIB","5","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3sslnUcV4zywwDd","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1JOXv2iKeD2CTH6","RAT5.MIB","5","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_vSwTWM7OPbELGtX","RAT5.MIB","5","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_DSqMywX85A4m4wN","RAT5.MIB","5","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1eG110VDhIh6duq","RAT5.MIB","3","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_ddtrIMnLNIrCHbX","RAT5.MIB","3","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_bdg5rZAzgE1TOMh","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3hsEcL8K61hnh9l","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_2AYi3BxnEZfqpZK","RAT5.MIB","2","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1JCxB01GB5QpQd7","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_1jfW2S5n2k71h1f","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3nfrl4lwiRmjrbK","RAT5.MIB","2","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3po36aIE81qzB29","RAT5.MIB","2","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3qqfC3A0Yin144U","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_2tqURiLTFn9WlHP","RAT5.MIB","2","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_2CeVYP92B8J9CBa","RAT5.MIB","3","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3oWU5TTzkXOT60i","RAT5.MIB","5","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_eEc8NFvfssWnOUh","RAT5.MIB","4","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_12Eh3iGCcCjMa1a","RAT5.MIB","7","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3h4nff7B6R88rHr","RAT5.MIB","4","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_3hbCIAeeJzdgmjJ","RAT5.MIB","1","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_27wl9xEnemWuTXg","RAT5.MIB","3","Rationaliity","5","MIB","Moral","Ignorance","Bad Outcome"
"R_Q534Tnfs8LfhP45","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_51rz3Nw8MT2Atfr","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_3kAQU2kSpWeSWAs","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_oXeMJqMvHYpgfdv","MOR5.RKG","2","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_1f9IaKdI0gZxQ3m","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_tXtI1MKEITZSY8N","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2y3LkEAghkf0N4l","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_1rPIB8J29JnErnm","MOR5.RKG","3","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_PMuEbnPTxf87rYR","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_YYKKu3bxNR3uiM9","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2upNOfxuM42nqCu","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2dyzltpiZ1UPAWU","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_3lrehgvkjdSEPDj","MOR5.RKG","3","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_DACCM9pOMf2C9l7","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_1Aga2njqskcPlCx","MOR5.RKG","4","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_1hZpo9MgTVK15uZ","MOR5.RKG","7","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2wRFEXEXwSLe24f","MOR5.RKG","3","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_1Nb78sivVT7t6j4","MOR5.RKG","4","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_12FH9deST9sEEEp","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_33kkkhLBam1S6pm","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_01bV1iz8tBW0JP3","MOR5.RKG","2","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_26bVztdvcmp8BFF","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_1n6LaBHx5MNpBYY","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2tLu9ls2YYb7lab","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2BqzFPGiuVehjZi","MOR5.RKG","2","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_2uWJCBdJpAtMFUw","MOR5.RKG","1","Morality","5","RKG","Rational","Knowledge","Good Outcome"
"R_Q534Tnfs8LfhP45","RAT5.RKG","1","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_51rz3Nw8MT2Atfr","RAT5.RKG","1","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_3kAQU2kSpWeSWAs","RAT5.RKG","6","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_oXeMJqMvHYpgfdv","RAT5.RKG","6","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_1f9IaKdI0gZxQ3m","RAT5.RKG","6","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_tXtI1MKEITZSY8N","RAT5.RKG","5","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2y3LkEAghkf0N4l","RAT5.RKG","1","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_1rPIB8J29JnErnm","RAT5.RKG","2","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_PMuEbnPTxf87rYR","RAT5.RKG","7","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_YYKKu3bxNR3uiM9","RAT5.RKG","1","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2upNOfxuM42nqCu","RAT5.RKG","6","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2dyzltpiZ1UPAWU","RAT5.RKG","4","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_3lrehgvkjdSEPDj","RAT5.RKG","6","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_DACCM9pOMf2C9l7","RAT5.RKG","7","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_1Aga2njqskcPlCx","RAT5.RKG","4","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_1hZpo9MgTVK15uZ","RAT5.RKG","7","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2wRFEXEXwSLe24f","RAT5.RKG","3","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_1Nb78sivVT7t6j4","RAT5.RKG","3","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_12FH9deST9sEEEp","RAT5.RKG","1","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_33kkkhLBam1S6pm","RAT5.RKG","5","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_01bV1iz8tBW0JP3","RAT5.RKG","4","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_26bVztdvcmp8BFF","RAT5.RKG","5","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_1n6LaBHx5MNpBYY","RAT5.RKG","1","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2tLu9ls2YYb7lab","RAT5.RKG","6","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2BqzFPGiuVehjZi","RAT5.RKG","4","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2uWJCBdJpAtMFUw","RAT5.RKG","5","Rationaliity","5","RKG","Rational","Knowledge","Good Outcome"
"R_2BaE06eFVQCbqBt","MOR5.RIG","6","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_yQ5aBury4JVYJY5","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_2rjSi9liLXRDZN7","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_1owpLqAhomJbqLA","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3CVkUpSS8ZyY507","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_RWZqZe6IB87Zd1n","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3fIXTvdzh8oxV1L","MOR5.RIG","4","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3lQv6eHNRtQbYl7","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_V4J6BIXwRTnACBj","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_UMFIGTr6BLH2Qal","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3rJmHS6AcVh0mA5","MOR5.RIG","6","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_1nUCbhkBuDSPQZb","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_1q9FXqVDkncqZdx","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3dFIeuNX3GKX936","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_2Qml6F0sgElV2vJ","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_1eznzuf8TaZZj8v","MOR5.RIG","4","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_1rNABCQLfGsabgC","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_7OFtXJlSTRWI8fL","MOR5.RIG","4","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3RflkQJbqZ9BSFA","MOR5.RIG","2","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_2D7GOZXVcjokPUR","MOR5.RIG","3","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_2z6C3H6ziUkTYb4","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_2eQe2N5vS0VzuL6","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_w1yiYligPGlVtMR","MOR5.RIG","2","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_24jAeOHgczY4IBn","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_3m9Ie9DPPLj7XEO","MOR5.RIG","1","Morality","5","RIG","Rational","Ignorance","Good Outcome"
"R_2BaE06eFVQCbqBt","RAT5.RIG","5","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_yQ5aBury4JVYJY5","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_2rjSi9liLXRDZN7","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_1owpLqAhomJbqLA","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3CVkUpSS8ZyY507","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_RWZqZe6IB87Zd1n","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3fIXTvdzh8oxV1L","RAT5.RIG","5","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3lQv6eHNRtQbYl7","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_V4J6BIXwRTnACBj","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_UMFIGTr6BLH2Qal","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3rJmHS6AcVh0mA5","RAT5.RIG","2","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_1nUCbhkBuDSPQZb","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_1q9FXqVDkncqZdx","RAT5.RIG","3","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3dFIeuNX3GKX936","RAT5.RIG","6","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_2Qml6F0sgElV2vJ","RAT5.RIG","3","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_1eznzuf8TaZZj8v","RAT5.RIG","6","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_1rNABCQLfGsabgC","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_7OFtXJlSTRWI8fL","RAT5.RIG","3","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3RflkQJbqZ9BSFA","RAT5.RIG","2","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_2D7GOZXVcjokPUR","RAT5.RIG","3","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_2z6C3H6ziUkTYb4","RAT5.RIG","3","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_2eQe2N5vS0VzuL6","RAT5.RIG","3","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_w1yiYligPGlVtMR","RAT5.RIG","2","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_24jAeOHgczY4IBn","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_3m9Ie9DPPLj7XEO","RAT5.RIG","1","Rationaliity","5","RIG","Rational","Ignorance","Good Outcome"
"R_2Ytin91h8nvssDV","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_77YMSCwDHQBtynf","MOR5.MKG","7","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_3O6PqNPMCugLmgh","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2f7Cpx4ZrV14c3I","MOR5.MKG","4","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_w7NViULEpgQxUgp","MOR5.MKG","2","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_31SGa7E11qtYGmd","MOR5.MKG","7","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_1f3H1Spo60suIcB","MOR5.MKG","2","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2TUhjcLKKYyUSyK","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_1jTIkuunUX6Tldu","MOR5.MKG","6","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_0dIqsoLA4bhUxEJ","MOR5.MKG","6","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_3ML4GVcEDgjLCNv","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2rjxr15Kg7PYtwv","MOR5.MKG","7","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_1j81MYOOvUb72Zw","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_3rJ51T2ruwNbfAU","MOR5.MKG","4","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2Vrym3e2jMG6h2B","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_129EicnzW5N4gT2","MOR5.MKG","2","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_20NV06kFNyxmdFA","MOR5.MKG","5","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_3GfyJpTBwVugnJb","MOR5.MKG","1","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2Cq3QWBzV1OPZyN","MOR5.MKG","7","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_Y3URb6BAYWwxw8F","MOR5.MKG","1","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_27wHjTGw5QIVd3S","MOR5.MKG","7","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_22DhPx3Bg9eSZ1X","MOR5.MKG","1","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_3NWoJHQmhRAQrD8","MOR5.MKG","1","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_27dPUMh2YsN8tL8","MOR5.MKG","4","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2e2N00EI0ckZAA6","MOR5.MKG","6","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2BhahPgfSz2lD66","MOR5.MKG","6","Morality","5","MKG","Moral","Knowledge","Good Outcome"
"R_2Ytin91h8nvssDV","RAT5.MKG","6","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_77YMSCwDHQBtynf","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_3O6PqNPMCugLmgh","RAT5.MKG","5","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2f7Cpx4ZrV14c3I","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_w7NViULEpgQxUgp","RAT5.MKG","1","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_31SGa7E11qtYGmd","RAT5.MKG","1","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_1f3H1Spo60suIcB","RAT5.MKG","3","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2TUhjcLKKYyUSyK","RAT5.MKG","2","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_1jTIkuunUX6Tldu","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_0dIqsoLA4bhUxEJ","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_3ML4GVcEDgjLCNv","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2rjxr15Kg7PYtwv","RAT5.MKG","7","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_1j81MYOOvUb72Zw","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_3rJ51T2ruwNbfAU","RAT5.MKG","2","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2Vrym3e2jMG6h2B","RAT5.MKG","3","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_129EicnzW5N4gT2","RAT5.MKG","1","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_20NV06kFNyxmdFA","RAT5.MKG","5","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_3GfyJpTBwVugnJb","RAT5.MKG","1","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2Cq3QWBzV1OPZyN","RAT5.MKG","5","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_Y3URb6BAYWwxw8F","RAT5.MKG","1","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_27wHjTGw5QIVd3S","RAT5.MKG","7","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_22DhPx3Bg9eSZ1X","RAT5.MKG","3","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_3NWoJHQmhRAQrD8","RAT5.MKG","1","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_27dPUMh2YsN8tL8","RAT5.MKG","2","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2e2N00EI0ckZAA6","RAT5.MKG","4","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_2BhahPgfSz2lD66","RAT5.MKG","6","Rationaliity","5","MKG","Moral","Knowledge","Good Outcome"
"R_3dEacrXEDPu37re","MOR5.MIG","4","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_10CLRuXIHceFlgX","MOR5.MIG","5","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3irFzIpUee1oyIw","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3Gj34JHw1lpXmi9","MOR5.MIG","5","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_2P7n2kkR8AWqwbA","MOR5.MIG","2","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_yNJqQLUiI0ZYfpn","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_2E5nKKuoxcOOe55","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_1laYtVxtoX1Y33F","MOR5.MIG","5","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3012Nf3o7r10OSk","MOR5.MIG","3","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3dEoUSu6qECFvKn","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3Etd67tIHFIwR1n","MOR5.MIG","4","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_ClWAQE2QWEXK665","MOR5.MIG","5","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3fcx83rEW5yjiXr","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_1gGE1y5MAA9R7XL","MOR5.MIG","4","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_2ygslxE9KKB0U5t","MOR5.MIG","6","Morality","5","MIG","Moral","Ignorance","Good Outcome"
