"subj","key","value","quest","vign","cond","norm","knowledge","outcome"
"R_xbICNVUV6i3EwSd","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_tE79OZEDTUawN2N","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_5n0pcMbiqjK1h8B","MOR5.MIG","3","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3FJanM7CPcs2uDz","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_1lcmFF3SVmwpTCA","MOR5.MIG","5","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_2RVrFXsvvbJz0Fb","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_2xKtmkxYUNToyYr","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3Ge8Mw7q22SmTYJ","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_2rDypkftVvoLaqc","MOR5.MIG","1","Morality","5","MIG","Moral","Ignorance","Good Outcome"
"R_3dEacrXEDPu37re","RAT5.MIG","4","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_10CLRuXIHceFlgX","RAT5.MIG","5","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3irFzIpUee1oyIw","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3Gj34JHw1lpXmi9","RAT5.MIG","4","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2P7n2kkR8AWqwbA","RAT5.MIG","2","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_yNJqQLUiI0ZYfpn","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2E5nKKuoxcOOe55","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_1laYtVxtoX1Y33F","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3012Nf3o7r10OSk","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3dEoUSu6qECFvKn","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3Etd67tIHFIwR1n","RAT5.MIG","3","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_ClWAQE2QWEXK665","RAT5.MIG","4","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3fcx83rEW5yjiXr","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_1gGE1y5MAA9R7XL","RAT5.MIG","3","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2ygslxE9KKB0U5t","RAT5.MIG","5","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_xbICNVUV6i3EwSd","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_tE79OZEDTUawN2N","RAT5.MIG","2","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_5n0pcMbiqjK1h8B","RAT5.MIG","5","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3FJanM7CPcs2uDz","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_1lcmFF3SVmwpTCA","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2RVrFXsvvbJz0Fb","RAT5.MIG","2","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2xKtmkxYUNToyYr","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_3Ge8Mw7q22SmTYJ","RAT5.MIG","4","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2rDypkftVvoLaqc","RAT5.MIG","1","Rationaliity","5","MIG","Moral","Ignorance","Good Outcome"
"R_2BaE06eFVQCbqBt","MOR6.RKB","6","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3dEacrXEDPu37re","MOR6.RKB","5","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3sslnUcV4zywwDd","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3lQv6eHNRtQbYl7","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2EjjvYLoRIIqCBq","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_1jTIkuunUX6Tldu","MOR6.RKB","5","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3OcVOM5Ujy545zh","MOR6.RKB","5","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3j2911pazmJqBQY","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_1HqI9csHbUabml7","MOR6.RKB","2","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3lrehgvkjdSEPDj","MOR6.RKB","5","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3NOQ3IKgQO0M7m2","MOR6.RKB","2","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3rJ51T2ruwNbfAU","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_DACCM9pOMf2C9l7","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2Vrym3e2jMG6h2B","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_1QF5ePps1pJim3v","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3NO47xvvycbvzBG","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3lYPAV0pVf3w6cC","MOR6.RKB","2","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2c1T9PYxBKcBRzv","MOR6.RKB","5","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_12Eh3iGCcCjMa1a","MOR6.RKB","3","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3h4nff7B6R88rHr","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2xKtmkxYUNToyYr","MOR6.RKB","3","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3pc2SajQMwMp0iD","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2BhahPgfSz2lD66","MOR6.RKB","1","Morality","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2BaE06eFVQCbqBt","RAT6.RKB","5","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3dEacrXEDPu37re","RAT6.RKB","5","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3sslnUcV4zywwDd","RAT6.RKB","1","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3lQv6eHNRtQbYl7","RAT6.RKB","5","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2EjjvYLoRIIqCBq","RAT6.RKB","3","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_1jTIkuunUX6Tldu","RAT6.RKB","5","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3OcVOM5Ujy545zh","RAT6.RKB","6","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3j2911pazmJqBQY","RAT6.RKB","1","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_1HqI9csHbUabml7","RAT6.RKB","3","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3lrehgvkjdSEPDj","RAT6.RKB","6","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3NOQ3IKgQO0M7m2","RAT6.RKB","4","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3rJ51T2ruwNbfAU","RAT6.RKB","1","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_DACCM9pOMf2C9l7","RAT6.RKB","1","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2Vrym3e2jMG6h2B","RAT6.RKB","2","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_1QF5ePps1pJim3v","RAT6.RKB","7","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3NO47xvvycbvzBG","RAT6.RKB","1","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3lYPAV0pVf3w6cC","RAT6.RKB","2","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2c1T9PYxBKcBRzv","RAT6.RKB","4","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_12Eh3iGCcCjMa1a","RAT6.RKB","5","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3h4nff7B6R88rHr","RAT6.RKB","4","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2xKtmkxYUNToyYr","RAT6.RKB","5","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_3pc2SajQMwMp0iD","RAT6.RKB","1","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_2BhahPgfSz2lD66","RAT6.RKB","6","Rationaliity","6","RKB","Rational","Knowledge","Bad Outcome"
"R_10CLRuXIHceFlgX","MOR6.RIB","6","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3irFzIpUee1oyIw","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_w7NViULEpgQxUgp","MOR6.RIB","3","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1f3H1Spo60suIcB","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3fIXTvdzh8oxV1L","MOR6.RIB","3","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3MQgazHr2PORZoF","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_tXtI1MKEITZSY8N","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_qQIhaR6uiDnK1vH","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3Jruot2HTrZQbGh","MOR6.RIB","6","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_0dIqsoLA4bhUxEJ","MOR6.RIB","3","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_11YiJHgplnC6tFv","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3ML4GVcEDgjLCNv","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3dFIeuNX3GKX936","MOR6.RIB","2","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1JCxB01GB5QpQd7","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_2U9I3DclKD2Xixl","MOR6.RIB","2","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_20NV06kFNyxmdFA","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_2zB0f6P5WEMqAVs","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1BRbkIKchPFswGs","MOR6.RIB","5","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_u1vCx4a5in54gMx","MOR6.RIB","2","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1prGWKRTFrK96cC","MOR6.RIB","2","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3FJanM7CPcs2uDz","MOR6.RIB","1","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_22DhPx3Bg9eSZ1X","MOR6.RIB","3","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3NWoJHQmhRAQrD8","MOR6.RIB","4","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_2RVrFXsvvbJz0Fb","MOR6.RIB","2","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_24jAeOHgczY4IBn","MOR6.RIB","3","Morality","6","RIB","Rational","Ignorance","Bad Outcome"
"R_10CLRuXIHceFlgX","RAT6.RIB","6","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3irFzIpUee1oyIw","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_w7NViULEpgQxUgp","RAT6.RIB","4","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1f3H1Spo60suIcB","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3fIXTvdzh8oxV1L","RAT6.RIB","4","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3MQgazHr2PORZoF","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_tXtI1MKEITZSY8N","RAT6.RIB","4","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_qQIhaR6uiDnK1vH","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3Jruot2HTrZQbGh","RAT6.RIB","3","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_0dIqsoLA4bhUxEJ","RAT6.RIB","4","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_11YiJHgplnC6tFv","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3ML4GVcEDgjLCNv","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3dFIeuNX3GKX936","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1JCxB01GB5QpQd7","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_2U9I3DclKD2Xixl","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_20NV06kFNyxmdFA","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_2zB0f6P5WEMqAVs","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1BRbkIKchPFswGs","RAT6.RIB","4","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_u1vCx4a5in54gMx","RAT6.RIB","2","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_1prGWKRTFrK96cC","RAT6.RIB","2","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3FJanM7CPcs2uDz","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_22DhPx3Bg9eSZ1X","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_3NWoJHQmhRAQrD8","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_2RVrFXsvvbJz0Fb","RAT6.RIB","1","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_24jAeOHgczY4IBn","RAT6.RIB","5","Rationaliity","6","RIB","Rational","Ignorance","Bad Outcome"
"R_77YMSCwDHQBtynf","MOR6.MKB","1","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1gLyO0SlHXS3vKs","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_DSqMywX85A4m4wN","MOR6.MKB","7","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3Gj34JHw1lpXmi9","MOR6.MKB","5","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_bdg5rZAzgE1TOMh","MOR6.MKB","5","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_UMFIGTr6BLH2Qal","MOR6.MKB","3","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2rjxr15Kg7PYtwv","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_urYr3uwPboDvrtD","MOR6.MKB","5","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2dyzltpiZ1UPAWU","MOR6.MKB","4","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1K9ENKGtHpJ9WqV","MOR6.MKB","3","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3OoVv24Xf5rxDmf","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3fcx83rEW5yjiXr","MOR6.MKB","4","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_129EicnzW5N4gT2","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2wRFEXEXwSLe24f","MOR6.MKB","5","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3RflkQJbqZ9BSFA","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_12FH9deST9sEEEp","MOR6.MKB","7","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_25MdM1HSJrETCFT","MOR6.MKB","5","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_tE79OZEDTUawN2N","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2Cq3QWBzV1OPZyN","MOR6.MKB","7","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_01bV1iz8tBW0JP3","MOR6.MKB","4","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_6MtqNC0dygQS5I5","MOR6.MKB","7","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2TGl5rAxFg4Ja9n","MOR6.MKB","7","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1lcmFF3SVmwpTCA","MOR6.MKB","3","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_26bVztdvcmp8BFF","MOR6.MKB","3","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1I6IiMnHYC4bc9o","MOR6.MKB","6","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1GTFKbJ96SZThf1","MOR6.MKB","7","Morality","6","MKB","Moral","Knowledge","Bad Outcome"
"R_77YMSCwDHQBtynf","RAT6.MKB","1","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1gLyO0SlHXS3vKs","RAT6.MKB","6","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_DSqMywX85A4m4wN","RAT6.MKB","6","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3Gj34JHw1lpXmi9","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_bdg5rZAzgE1TOMh","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_UMFIGTr6BLH2Qal","RAT6.MKB","3","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2rjxr15Kg7PYtwv","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_urYr3uwPboDvrtD","RAT6.MKB","4","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2dyzltpiZ1UPAWU","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1K9ENKGtHpJ9WqV","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3OoVv24Xf5rxDmf","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3fcx83rEW5yjiXr","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_129EicnzW5N4gT2","RAT6.MKB","6","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2wRFEXEXwSLe24f","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_3RflkQJbqZ9BSFA","RAT6.MKB","3","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_12FH9deST9sEEEp","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_25MdM1HSJrETCFT","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_tE79OZEDTUawN2N","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2Cq3QWBzV1OPZyN","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_01bV1iz8tBW0JP3","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_6MtqNC0dygQS5I5","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2TGl5rAxFg4Ja9n","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1lcmFF3SVmwpTCA","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_26bVztdvcmp8BFF","RAT6.MKB","4","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1I6IiMnHYC4bc9o","RAT6.MKB","5","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_1GTFKbJ96SZThf1","RAT6.MKB","7","Rationaliity","6","MKB","Moral","Knowledge","Bad Outcome"
"R_2tySeP3a0nvlDMn","MOR6.MIB","6","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_0vU5wieIFCrPRIZ","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1JOXv2iKeD2CTH6","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_3O6PqNPMCugLmgh","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2TUhjcLKKYyUSyK","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_3hsEcL8K61hnh9l","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1nUCbhkBuDSPQZb","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1q9FXqVDkncqZdx","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_YYKKu3bxNR3uiM9","MOR6.MIB","5","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_PA6KpxrYWZ5Jo4N","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_3knNEnfwNgELtrq","MOR6.MIB","3","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1OBnPYMt6qgk5bm","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_XXS7n0tnh79dTe9","MOR6.MIB","7","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1hZpo9MgTVK15uZ","MOR6.MIB","7","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1mpYMLn3bHMBNJ6","MOR6.MIB","7","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_afxGr8OkWrqX7ON","MOR6.MIB","7","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_xbICNVUV6i3EwSd","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_Y3URb6BAYWwxw8F","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2q4odT6h4hmmx0T","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2thE9cXB0Rrflqr","MOR6.MIB","1","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_27dPUMh2YsN8tL8","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2BqzFPGiuVehjZi","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_vTd8rCHIaU7oJTr","MOR6.MIB","2","Morality","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2tySeP3a0nvlDMn","RAT6.MIB","5","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_0vU5wieIFCrPRIZ","RAT6.MIB","3","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1JOXv2iKeD2CTH6","RAT6.MIB","3","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_3O6PqNPMCugLmgh","RAT6.MIB","3","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2TUhjcLKKYyUSyK","RAT6.MIB","5","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_3hsEcL8K61hnh9l","RAT6.MIB","4","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1nUCbhkBuDSPQZb","RAT6.MIB","5","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1q9FXqVDkncqZdx","RAT6.MIB","7","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_YYKKu3bxNR3uiM9","RAT6.MIB","4","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_PA6KpxrYWZ5Jo4N","RAT6.MIB","1","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_3knNEnfwNgELtrq","RAT6.MIB","3","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1OBnPYMt6qgk5bm","RAT6.MIB","2","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_XXS7n0tnh79dTe9","RAT6.MIB","3","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1hZpo9MgTVK15uZ","RAT6.MIB","7","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_1mpYMLn3bHMBNJ6","RAT6.MIB","5","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_afxGr8OkWrqX7ON","RAT6.MIB","7","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_xbICNVUV6i3EwSd","RAT6.MIB","1","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_Y3URb6BAYWwxw8F","RAT6.MIB","2","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2q4odT6h4hmmx0T","RAT6.MIB","2","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2thE9cXB0Rrflqr","RAT6.MIB","1","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_27dPUMh2YsN8tL8","RAT6.MIB","1","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_2BqzFPGiuVehjZi","RAT6.MIB","2","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_vTd8rCHIaU7oJTr","RAT6.MIB","2","Rationaliity","6","MIB","Moral","Ignorance","Bad Outcome"
"R_vSwTWM7OPbELGtX","MOR6.RKG","5","Morality","6","RKG","Rational","Knowledge","Good Outcome"
"R_2rjSi9liLXRDZN7","MOR6.RKG","1","Morality","6","RKG","Rational","Knowledge","Good Outcome"
"R_1hSz0Jm1UlkYLv3","MOR6.RKG","1","Morality","6","RKG","Rational","Knowledge","Good Outcome"
"R_2f7Cpx4ZrV14c3I","MOR6.RKG","1","Morality","6","RKG","Rational","Knowledge","Good Outcome"
"R_yNJqQLUiI0ZYfpn","MOR6.RKG","4","Morality","6","RKG","Rational","Knowledge","Good Outcome"
"R_UGUiTpKFBX58nqV","MOR6.RKG","1","Morality","6","RKG","Rational","Knowledge","Good Outcome"
"R_27eRaPtZVEaHpMy","MOR6.RKG","1","Morality","6","RKG","Rational","Knowledge","Good Outcome"
