"subj","condCode","response","question","condition","norm","knowledge","outcome","scenario"
"R_1pG5mBtKIxnqGnO","modal04.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_3dGOW8YWTwvPThc","modal04.MIB",4,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1N82MSTnLu1L5BS","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1prmtLLJVr1Hf5g","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1LZPsGQwhnK5uI7","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_PzcHZuk8JeKFzMd","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1mdUzu10MnDZeEq","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_3I6pW4s1kg4iYh9","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1Q4uEktj55KDhzb","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_21bI4ZZiA3PtlbD","modal04.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_24B23RNPE8oUKnE","modal04.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_2cjU8rp151bTQwU","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_Amt9Sdjudt252Qp","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_12uqGUOWaJ4H6y2","modal04.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1nUSaL4IdtOVUUF","modal04.MIB",4,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_2arz4qxo4Baj1Sh","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_2VEC0273mQxcWbq","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_A0uXMRmVe1Ivslz","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_26aPTh9Gercv8Qr","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_2Xilbtw1C0b1a1V","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1K7lJXp9KsEtpHv","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_CkKeHsPMkW6QDWF","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_1IMcijtD842i3aC","modal04.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","04"
"R_qwstNkmCZDncnex","cfcon04.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_2dmV8ojWzFBuwiN","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1pG5mBtKIxnqGnO","cfcon04.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_3dGOW8YWTwvPThc","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1prmtLLJVr1Hf5g","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1LZPsGQwhnK5uI7","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_PzcHZuk8JeKFzMd","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1mdUzu10MnDZeEq","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_3I6pW4s1kg4iYh9","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1Q4uEktj55KDhzb","cfcon04.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_21bI4ZZiA3PtlbD","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_24B23RNPE8oUKnE","cfcon04.MIB",6,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_2cjU8rp151bTQwU","cfcon04.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_Amt9Sdjudt252Qp","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_12uqGUOWaJ4H6y2","cfcon04.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1nUSaL4IdtOVUUF","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_2arz4qxo4Baj1Sh","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_2VEC0273mQxcWbq","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_A0uXMRmVe1Ivslz","cfcon04.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_26aPTh9Gercv8Qr","cfcon04.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_2Xilbtw1C0b1a1V","cfcon04.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1K7lJXp9KsEtpHv","cfcon04.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_CkKeHsPMkW6QDWF","cfcon04.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_1IMcijtD842i3aC","cfcon04.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","04"
"R_O1muBpwwMSdwLXX","modal04.RKG",7,"Modal","RKG","Rational","Knowledge","Good","04"
"R_2zdsiAOc8eopgE4","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1kXno4YA9fN2u8R","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1GNPUifrgPBMutY","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1QF7CJB3xYH1Icq","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1mmEf6xTqE8g0oR","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_0wY7sC3OQrERB17","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_3er8NGLub9PKygR","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_2R9fFweRIrjjvfm","modal04.RKG",2,"Modal","RKG","Rational","Knowledge","Good","04"
"R_ABrk0eHbrCeYYN3","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_r9B1eOLRtjW35Xb","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_DtO9oubikR5IdAl","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1CdoRpQleaXI3VH","modal04.RKG",2,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1jqToYreXLlQK9Q","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_3IQ5KJYT3Mwl0hl","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1IshVKNKN1LgoEP","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_3qKZVz0OqqpWkbb","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_rpfI4aHaCJx46Tn","modal04.RKG",4,"Modal","RKG","Rational","Knowledge","Good","04"
"R_3gTt6IDanmfB19b","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_vrbxBSNlMdLfVcJ","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_2viUaPPHtmxjlJh","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_3IbGjoZ8ghvyRLM","modal04.RKG",7,"Modal","RKG","Rational","Knowledge","Good","04"
"R_2AZERoMQvlU7h9H","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_1FPSl5PEjkbySIN","modal04.RKG",2,"Modal","RKG","Rational","Knowledge","Good","04"
"R_ZlQUcyoFaUqqmd3","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_xDwF4DqsMfNgcPn","modal04.RKG",1,"Modal","RKG","Rational","Knowledge","Good","04"
"R_O1muBpwwMSdwLXX","cfcon04.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_2zdsiAOc8eopgE4","cfcon04.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1kXno4YA9fN2u8R","cfcon04.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1GNPUifrgPBMutY","cfcon04.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1QF7CJB3xYH1Icq","cfcon04.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1mmEf6xTqE8g0oR","cfcon04.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_0wY7sC3OQrERB17","cfcon04.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_3er8NGLub9PKygR","cfcon04.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_2R9fFweRIrjjvfm","cfcon04.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_ABrk0eHbrCeYYN3","cfcon04.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_r9B1eOLRtjW35Xb","cfcon04.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_DtO9oubikR5IdAl","cfcon04.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1CdoRpQleaXI3VH","cfcon04.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1jqToYreXLlQK9Q","cfcon04.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_3IQ5KJYT3Mwl0hl","cfcon04.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1IshVKNKN1LgoEP","cfcon04.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_3qKZVz0OqqpWkbb","cfcon04.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_rpfI4aHaCJx46Tn","cfcon04.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_3gTt6IDanmfB19b","cfcon04.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_vrbxBSNlMdLfVcJ","cfcon04.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_2viUaPPHtmxjlJh","cfcon04.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_3IbGjoZ8ghvyRLM","cfcon04.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_2AZERoMQvlU7h9H","cfcon04.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_1FPSl5PEjkbySIN","cfcon04.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_ZlQUcyoFaUqqmd3","cfcon04.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_xDwF4DqsMfNgcPn","cfcon04.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","04"
"R_3LXWtY8gOBIAeW7","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3MJRtGtKeUrs8NH","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_W6elBmY4AViabeh","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_2SJ5N5eWnwZU57B","modal04.RIG",2,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3MhcvekzVVQmq9K","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_1mEPplXG1S1byZk","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_XzjyG1lK7fthkZj","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3KJBZQUIuTjlI9w","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_1yQuwM4zOo4dJ3b","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_BM1ZuHybXwizrvr","modal04.RIG",2,"Modal","RIG","Rational","Ignorance","Good","04"
"R_1g79WCSHXjX1Oum","modal04.RIG",4,"Modal","RIG","Rational","Ignorance","Good","04"
"R_2huctdogELfUrzr","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_C1i0rdteKNUEuC5","modal04.RIG",6,"Modal","RIG","Rational","Ignorance","Good","04"
"R_esNTPe1gGUGLn1P","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3lyOTCGOWe6OkvL","modal04.RIG",2,"Modal","RIG","Rational","Ignorance","Good","04"
"R_2Bs2OJTQ9pd2DFU","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_2rCPbs9JTGQBr7r","modal04.RIG",2,"Modal","RIG","Rational","Ignorance","Good","04"
"R_1Q5vGTFnvCUH0ci","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3PRxXiFanpRuuUd","modal04.RIG",6,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3qqIQqWcBt9sUBH","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_232DP1M0SBEVBPI","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_1DwKCdiqp01vqnm","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_AoNTi0LvJ8JhHHP","modal04.RIG",4,"Modal","RIG","Rational","Ignorance","Good","04"
"R_1QhKOwI30KI1xeF","modal04.RIG",1,"Modal","RIG","Rational","Ignorance","Good","04"
"R_3LXWtY8gOBIAeW7","cfcon04.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_3MJRtGtKeUrs8NH","cfcon04.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_W6elBmY4AViabeh","cfcon04.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_2SJ5N5eWnwZU57B","cfcon04.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_3MhcvekzVVQmq9K","cfcon04.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_1mEPplXG1S1byZk","cfcon04.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_XzjyG1lK7fthkZj","cfcon04.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_3KJBZQUIuTjlI9w","cfcon04.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_1yQuwM4zOo4dJ3b","cfcon04.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_BM1ZuHybXwizrvr","cfcon04.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_1g79WCSHXjX1Oum","cfcon04.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_2huctdogELfUrzr","cfcon04.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_C1i0rdteKNUEuC5","cfcon04.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_esNTPe1gGUGLn1P","cfcon04.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_3lyOTCGOWe6OkvL","cfcon04.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_2Bs2OJTQ9pd2DFU","cfcon04.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_2rCPbs9JTGQBr7r","cfcon04.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_1Q5vGTFnvCUH0ci","cfcon04.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_3PRxXiFanpRuuUd","cfcon04.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_3qqIQqWcBt9sUBH","cfcon04.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_232DP1M0SBEVBPI","cfcon04.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_1DwKCdiqp01vqnm","cfcon04.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_AoNTi0LvJ8JhHHP","cfcon04.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_1QhKOwI30KI1xeF","cfcon04.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","04"
"R_eyRTSh4XcbdimQ1","modal04.MKG",2,"Modal","MKG","Moral","Knowledge","Good","04"
"R_0dhbjUrTCtAtXMd","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_3iVUZDZ6Xsj4GZd","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_Di8zhIWOlKCczu1","modal04.MKG",4,"Modal","MKG","Moral","Knowledge","Good","04"
"R_2V4vMqxsKfCy981","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_1fcLslsYDzHkPkX","modal04.MKG",2,"Modal","MKG","Moral","Knowledge","Good","04"
"R_3j06XDAEQQt4jr7","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_2uO3aCdEYJpowbT","modal04.MKG",2,"Modal","MKG","Moral","Knowledge","Good","04"
"R_1OPK4T2C7MhZk6U","modal04.MKG",2,"Modal","MKG","Moral","Knowledge","Good","04"
"R_3gZ5FnxZ8ETqMGq","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_sZreUobYOytPAOJ","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_qW5IyYGRImDyiEV","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_6F1S3JjuQqvIUFP","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_WAO9kbOa95vEg7f","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_1eWv2WjPJTy8MF2","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_VILXAlcSyziRWbD","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_31QvDFlole4FKf1","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_3PgZdRYgH3xkE6p","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_2AEvrCWHyDaqQGW","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_1mJgjKIrGA3czPW","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_117KJMGbhP4kjhM","modal04.MKG",2,"Modal","MKG","Moral","Knowledge","Good","04"
"R_3Ja4CAfRxzZya2V","modal04.MKG",2,"Modal","MKG","Moral","Knowledge","Good","04"
"R_2E3Sf1eabVPNIOa","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_vcojCNrIffrYfCN","modal04.MKG",7,"Modal","MKG","Moral","Knowledge","Good","04"
"R_2VJGRZcGjaSWdUN","modal04.MKG",3,"Modal","MKG","Moral","Knowledge","Good","04"
"R_2CevzaEKHQAo5RF","modal04.MKG",1,"Modal","MKG","Moral","Knowledge","Good","04"
"R_eyRTSh4XcbdimQ1","cfcon04.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_0dhbjUrTCtAtXMd","cfcon04.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_3iVUZDZ6Xsj4GZd","cfcon04.MKG",7,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_Di8zhIWOlKCczu1","cfcon04.MKG",7,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_2V4vMqxsKfCy981","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_1fcLslsYDzHkPkX","cfcon04.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_3j06XDAEQQt4jr7","cfcon04.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_2uO3aCdEYJpowbT","cfcon04.MKG",6,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_1OPK4T2C7MhZk6U","cfcon04.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_3gZ5FnxZ8ETqMGq","cfcon04.MKG",7,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_sZreUobYOytPAOJ","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_qW5IyYGRImDyiEV","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_6F1S3JjuQqvIUFP","cfcon04.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_WAO9kbOa95vEg7f","cfcon04.MKG",7,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_1eWv2WjPJTy8MF2","cfcon04.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_VILXAlcSyziRWbD","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_31QvDFlole4FKf1","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_3PgZdRYgH3xkE6p","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_2AEvrCWHyDaqQGW","cfcon04.MKG",6,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_1mJgjKIrGA3czPW","cfcon04.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_117KJMGbhP4kjhM","cfcon04.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_3Ja4CAfRxzZya2V","cfcon04.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_2E3Sf1eabVPNIOa","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_vcojCNrIffrYfCN","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_2VJGRZcGjaSWdUN","cfcon04.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_2CevzaEKHQAo5RF","cfcon04.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","04"
"R_aXEiArnwBQgF1EB","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_3smqMd6i0nnfVrs","modal04.MIG",4,"Modal","MIG","Moral","Ignorance","Good","04"
"R_2qDT71gLL4Hk6vv","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1DTpKBP583HFVLL","modal04.MIG",5,"Modal","MIG","Moral","Ignorance","Good","04"
"R_2alavD66UIuSWb5","modal04.MIG",4,"Modal","MIG","Moral","Ignorance","Good","04"
"R_8D2pEXgecD6VZjb","modal04.MIG",7,"Modal","MIG","Moral","Ignorance","Good","04"
"R_30f2EmuXwbX8glU","modal04.MIG",4,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1r6rftvmunezmgH","modal04.MIG",3,"Modal","MIG","Moral","Ignorance","Good","04"
"R_2cvY0q0ayCid5Uq","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1PTT7UhdFcvEKmy","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_3PsLGup4vkughbJ","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_2tfIYrx749HK8CG","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1FRtHoVcApPfjiM","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1kHdFYJwzb06Ex5","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_qWxcgLnJWQRYXD3","modal04.MIG",6,"Modal","MIG","Moral","Ignorance","Good","04"
"R_3hsjgTRmjJbVnSy","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_3lVVu8jKcFBYfct","modal04.MIG",2,"Modal","MIG","Moral","Ignorance","Good","04"
"R_2DNTT8UC7LmQQ6g","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_2QRK0cLaIiK4FuW","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_8D3XIqs3yIUMlz3","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_7WllRKNyTuIG7QJ","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1Qh1a5kI4qY3GR6","modal04.MIG",4,"Modal","MIG","Moral","Ignorance","Good","04"
"R_7R37HsxcVJrVmqB","modal04.MIG",1,"Modal","MIG","Moral","Ignorance","Good","04"
"R_1Qg852HQQx1vtOy","modal04.MIG",5,"Modal","MIG","Moral","Ignorance","Good","04"
"R_aXEiArnwBQgF1EB","cfcon04.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_3smqMd6i0nnfVrs","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2qDT71gLL4Hk6vv","cfcon04.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1DTpKBP583HFVLL","cfcon04.MIG",5,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2alavD66UIuSWb5","cfcon04.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_8D2pEXgecD6VZjb","cfcon04.MIG",7,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_30f2EmuXwbX8glU","cfcon04.MIG",6,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1r6rftvmunezmgH","cfcon04.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2cvY0q0ayCid5Uq","cfcon04.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1PTT7UhdFcvEKmy","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_3PsLGup4vkughbJ","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2tfIYrx749HK8CG","cfcon04.MIG",5,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1FRtHoVcApPfjiM","cfcon04.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1kHdFYJwzb06Ex5","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_qWxcgLnJWQRYXD3","cfcon04.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_3hsjgTRmjJbVnSy","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_3lVVu8jKcFBYfct","cfcon04.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2DNTT8UC7LmQQ6g","cfcon04.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2QRK0cLaIiK4FuW","cfcon04.MIG",5,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_8D3XIqs3yIUMlz3","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_7WllRKNyTuIG7QJ","cfcon04.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1Qh1a5kI4qY3GR6","cfcon04.MIG",5,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_7R37HsxcVJrVmqB","cfcon04.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_1Qg852HQQx1vtOy","cfcon04.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","04"
"R_2dX5vjScs3dhAvA","modal05.RKB",5,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2qDT71gLL4Hk6vv","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
