"subj","condCode","response","question","condition","norm","knowledge","outcome","scenario"
"R_3hfLXxFQCOFHDhd","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_8D2pEXgecD6VZjb","cfcon08.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_1LZPsGQwhnK5uI7","cfcon08.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_eJyWjB3Dc3WPwM9","cfcon08.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_12x7nwOFtxtrjBa","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_2uO3aCdEYJpowbT","cfcon08.MIB",6,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_9WVgRxGzYl020qR","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_xlJn1owsf7H4bYJ","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_1kHdFYJwzb06Ex5","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_qW5IyYGRImDyiEV","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_qWxcgLnJWQRYXD3","cfcon08.MIB",5,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_WAO9kbOa95vEg7f","cfcon08.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_3lGJifwXCX32Woh","cfcon08.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_1nUSaL4IdtOVUUF","cfcon08.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_10A9Sh44pk6Cfwx","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_3hsjgTRmjJbVnSy","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_3iQ2uFmgUVAMYhS","cfcon08.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_0oKFDodUqoeqoyB","cfcon08.MIB",7,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_3lM6RRKWXDncxpV","cfcon08.MIB",5,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_2viUaPPHtmxjlJh","cfcon08.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_vcojCNrIffrYfCN","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_3FVyUUwUXjhlkjh","cfcon08.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_1gGdR3WedEy1k7m","cfcon08.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","08"
"R_aXEiArnwBQgF1EB","modal08.RKG",4,"Modal","RKG","Rational","Knowledge","Good","08"
"R_PA0t9g6GuqSq0TL","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_0dhbjUrTCtAtXMd","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_1kXno4YA9fN2u8R","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_3MhcvekzVVQmq9K","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_1r6rftvmunezmgH","modal08.RKG",2,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2VHAkug4rTJGOs4","modal08.RKG",5,"Modal","RKG","Rational","Knowledge","Good","08"
"R_3KJBZQUIuTjlI9w","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2R9fFweRIrjjvfm","modal08.RKG",2,"Modal","RKG","Rational","Knowledge","Good","08"
"R_DtO9oubikR5IdAl","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_29mnmtAbEKgctEK","modal08.RKG",6,"Modal","RKG","Rational","Knowledge","Good","08"
"R_3qKZVz0OqqpWkbb","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_3lVVu8jKcFBYfct","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_3PgZdRYgH3xkE6p","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2AEvrCWHyDaqQGW","modal08.RKG",4,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2QRK0cLaIiK4FuW","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_uq9GmqjJUiccgXD","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2Xilbtw1C0b1a1V","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_20NbRXnF8gDaVxw","modal08.RKG",2,"Modal","RKG","Rational","Knowledge","Good","08"
"R_232DP1M0SBEVBPI","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_qFnm0Hn6XktUxTH","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2VvC2xLg94Bhj4w","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_2zj86hFTqo01dmO","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_3Kon1jEqQzgGuVB","modal08.RKG",1,"Modal","RKG","Rational","Knowledge","Good","08"
"R_aXEiArnwBQgF1EB","cfcon08.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_PA0t9g6GuqSq0TL","cfcon08.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_0dhbjUrTCtAtXMd","cfcon08.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_1kXno4YA9fN2u8R","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_3MhcvekzVVQmq9K","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_1r6rftvmunezmgH","cfcon08.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2VHAkug4rTJGOs4","cfcon08.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_3KJBZQUIuTjlI9w","cfcon08.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2R9fFweRIrjjvfm","cfcon08.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_DtO9oubikR5IdAl","cfcon08.RKG",3,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_29mnmtAbEKgctEK","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_3qKZVz0OqqpWkbb","cfcon08.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_3lVVu8jKcFBYfct","cfcon08.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_3PgZdRYgH3xkE6p","cfcon08.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2AEvrCWHyDaqQGW","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2QRK0cLaIiK4FuW","cfcon08.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_uq9GmqjJUiccgXD","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2Xilbtw1C0b1a1V","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_20NbRXnF8gDaVxw","cfcon08.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_232DP1M0SBEVBPI","cfcon08.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_qFnm0Hn6XktUxTH","cfcon08.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2VvC2xLg94Bhj4w","cfcon08.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2zj86hFTqo01dmO","cfcon08.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_3Kon1jEqQzgGuVB","cfcon08.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","08"
"R_2dmV8ojWzFBuwiN","modal08.RIG",4,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1DTpKBP583HFVLL","modal08.RIG",5,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1hA0IsvBHxVRavp","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1QF7CJB3xYH1Icq","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_3ikURr3SIES6E2A","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_p6Lz0W0CznGD5cd","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_3fK27biGknih0jm","modal08.RIG",4,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1mEPplXG1S1byZk","modal08.RIG",7,"Modal","RIG","Rational","Ignorance","Good","08"
"R_XzjyG1lK7fthkZj","modal08.RIG",2,"Modal","RIG","Rational","Ignorance","Good","08"
"R_3gZ5FnxZ8ETqMGq","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1g79WCSHXjX1Oum","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_3er8NGLub9PKygR","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_2tfIYrx749HK8CG","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_SIAQASYqIuxVDxL","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_r9B1eOLRtjW35Xb","modal08.RIG",6,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1IshVKNKN1LgoEP","modal08.RIG",4,"Modal","RIG","Rational","Ignorance","Good","08"
"R_31QvDFlole4FKf1","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_esNTPe1gGUGLn1P","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_3gTt6IDanmfB19b","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_3Lejh1X7VLYJzFx","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1Qh1a5kI4qY3GR6","modal08.RIG",4,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1K7lJXp9KsEtpHv","modal08.RIG",2,"Modal","RIG","Rational","Ignorance","Good","08"
"R_T7TBXbVlOp1xv7X","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_tGRkiKDkkvWJ93r","modal08.RIG",4,"Modal","RIG","Rational","Ignorance","Good","08"
"R_1QhKOwI30KI1xeF","modal08.RIG",1,"Modal","RIG","Rational","Ignorance","Good","08"
"R_2VfQOAxxT4qdLhH","modal08.RIG",2,"Modal","RIG","Rational","Ignorance","Good","08"
"R_2dmV8ojWzFBuwiN","cfcon08.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1DTpKBP583HFVLL","cfcon08.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1hA0IsvBHxVRavp","cfcon08.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1QF7CJB3xYH1Icq","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_3ikURr3SIES6E2A","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_p6Lz0W0CznGD5cd","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_3fK27biGknih0jm","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1mEPplXG1S1byZk","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_XzjyG1lK7fthkZj","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_3gZ5FnxZ8ETqMGq","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1g79WCSHXjX1Oum","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_3er8NGLub9PKygR","cfcon08.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_2tfIYrx749HK8CG","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_SIAQASYqIuxVDxL","cfcon08.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_r9B1eOLRtjW35Xb","cfcon08.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1IshVKNKN1LgoEP","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_31QvDFlole4FKf1","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_esNTPe1gGUGLn1P","cfcon08.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_3gTt6IDanmfB19b","cfcon08.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_3Lejh1X7VLYJzFx","cfcon08.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1Qh1a5kI4qY3GR6","cfcon08.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1K7lJXp9KsEtpHv","cfcon08.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_T7TBXbVlOp1xv7X","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_tGRkiKDkkvWJ93r","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_1QhKOwI30KI1xeF","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_2VfQOAxxT4qdLhH","cfcon08.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","08"
"R_qwstNkmCZDncnex","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_O1muBpwwMSdwLXX","modal08.MKG",7,"Modal","MKG","Moral","Knowledge","Good","08"
"R_3dGOW8YWTwvPThc","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_eyRTSh4XcbdimQ1","modal08.MKG",2,"Modal","MKG","Moral","Knowledge","Good","08"
"R_2dmqWK2SOVEa2zA","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_1GNPUifrgPBMutY","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_1JD652cBs70EEKH","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_1mdUzu10MnDZeEq","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_3I6pW4s1kg4iYh9","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_2fJUuROj6MseEX5","modal08.MKG",2,"Modal","MKG","Moral","Knowledge","Good","08"
"R_1Q4uEktj55KDhzb","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_cNnY3VvHshfc21r","modal08.MKG",3,"Modal","MKG","Moral","Knowledge","Good","08"
"R_24B23RNPE8oUKnE","modal08.MKG",2,"Modal","MKG","Moral","Knowledge","Good","08"
"R_DOBeWdlEkhBgOAx","modal08.MKG",2,"Modal","MKG","Moral","Knowledge","Good","08"
"R_6F1S3JjuQqvIUFP","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_C1i0rdteKNUEuC5","modal08.MKG",2,"Modal","MKG","Moral","Knowledge","Good","08"
"R_12uqGUOWaJ4H6y2","modal08.MKG",3,"Modal","MKG","Moral","Knowledge","Good","08"
"R_26aPTh9Gercv8Qr","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_3GddkzmJEQ2WGIi","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_1DwKCdiqp01vqnm","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_117KJMGbhP4kjhM","modal08.MKG",4,"Modal","MKG","Moral","Knowledge","Good","08"
"R_2E3Sf1eabVPNIOa","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_3IbGjoZ8ghvyRLM","modal08.MKG",3,"Modal","MKG","Moral","Knowledge","Good","08"
"R_1Qg852HQQx1vtOy","modal08.MKG",1,"Modal","MKG","Moral","Knowledge","Good","08"
"R_3mgJhsaf37ZYsje","modal08.MKG",2,"Modal","MKG","Moral","Knowledge","Good","08"
"R_qwstNkmCZDncnex","cfcon08.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","08"
"R_O1muBpwwMSdwLXX","cfcon08.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","08"
"R_3dGOW8YWTwvPThc","cfcon08.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","08"
"R_eyRTSh4XcbdimQ1","cfcon08.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","08"
"R_2dmqWK2SOVEa2zA","cfcon08.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","08"
"R_1GNPUifrgPBMutY","cfcon08.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","08"
"R_1JD652cBs70EEKH","cfcon08.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","08"
